,State,Year,Month,Day,Total_Cases,Total_Deaths,Total_Positives,Total_Negatives,Vaccine_Dist,Vaccine_Admin,Vaccine_Int,Vaccine_Complete,Add_Dose,Monthly Cases,Monthly Deaths,Monthly Positive,Monthly Negatives,Monthly Vaccine Completed
321,MO,2021,9,30,837141.0,12192.0,893314.0,7352034.0,7807865.0,6304426.0,3366091.0,2941505.0,0.0,62277.0,921.0,68473.0,632758.0,175886.0
322,MO,2021,10,31,872395.0,12777.0,924667.0,7769476.0,8510365.0,6819845.0,3494342.0,3057925.0,347494.0,35254.0,585.0,31353.0,417442.0,116420.0
323,MO,2021,11,30,922361.0,15533.0,976869.0,8289767.0,9291315.0,7400218.0,3665290.0,3126000.0,683962.0,49966.0,2756.0,52202.0,520291.0,68075.0
324,MO,2021,12,31,1023310.0,16223.0,1110141.0,8983876.0,9891155.0,8110555.0,3832397.0,3258052.0,1100585.0,100949.0,690.0,133272.0,694109.0,132052.0
325,MP,2020,12,31,122.0,2.0,294.0,26796.0,6250.0,2709.0,0.0,0.0,0.0,-1023188.0,-16221.0,-1109847.0,-8957080.0,-3258052.0
326,MP,2021,1,31,131.0,2.0,331.0,29452.0,18650.0,10050.0,0.0,0.0,0.0,9.0,0.0,37.0,2656.0,0.0
327,MP,2021,2,28,143.0,2.0,360.0,31669.0,29650.0,18363.0,10707.0,0.0,0.0,12.0,0.0,29.0,2217.0,0.0
328,MP,2021,3,31,159.0,2.0,403.0,35906.0,61310.0,28566.0,16550.0,12035.0,0.0,16.0,0.0,43.0,4237.0,12035.0
329,MP,2021,4,30,164.0,2.0,421.0,40247.0,62910.0,40089.0,22090.0,18043.0,0.0,5.0,0.0,18.0,4341.0,6008.0
330,MP,2021,5,31,183.0,2.0,467.0,45929.0,72330.0,48584.0,26167.0,22705.0,0.0,19.0,0.0,46.0,5682.0,4662.0
331,MP,2021,6,30,183.0,2.0,470.0,49372.0,72330.0,55616.0,29529.0,26530.0,0.0,0.0,0.0,3.0,3443.0,3825.0
332,MP,2021,7,31,196.0,2.0,488.0,52389.0,76830.0,61153.0,32340.0,29385.0,0.0,13.0,0.0,18.0,3017.0,2855.0
333,MP,2021,8,31,241.0,2.0,538.0,54108.0,79080.0,66868.0,34989.0,32459.0,0.0,45.0,0.0,50.0,1719.0,3074.0
334,MP,2021,9,30,269.0,2.0,572.0,55461.0,86200.0,69991.0,35741.0,34110.0,0.0,28.0,0.0,34.0,1353.0,1651.0
335,MP,2021,10,31,312.0,3.0,628.0,56826.0,87480.0,72736.0,36406.0,34846.0,2377.0,43.0,1.0,56.0,1365.0,736.0
336,MP,2021,11,30,855.0,3.0,1149.0,57931.0,100350.0,82172.0,39962.0,35779.0,7448.0,543.0,0.0,521.0,1105.0,933.0
337,MP,2021,12,31,3255.0,13.0,0.0,0.0,113330.0,95793.0,43360.0,39878.0,13714.0,2400.0,10.0,-1149.0,-57931.0,4099.0
338,MS,2020,12,31,215811.0,4787.0,119620.0,860711.0,110750.0,16950.0,0.0,0.0,0.0,212556.0,4774.0,119620.0,860711.0,-39878.0
339,MS,2021,1,31,275001.0,6045.0,139589.0,980666.0,425000.0,236401.0,0.0,0.0,0.0,59190.0,1258.0,19969.0,119955.0,0.0
340,MS,2021,2,28,294795.0,6681.0,151855.0,1093953.0,869955.0,619251.0,413930.0,0.0,0.0,19794.0,636.0,12266.0,113287.0,0.0
341,MS,2021,3,31,305146.0,7032.0,154923.0,1160648.0,1698485.0,1158505.0,734671.0,450944.0,0.0,10351.0,351.0,3068.0,66695.0,450944.0
342,MS,2021,4,30,311900.0,7199.0,156732.0,1205148.0,2433685.0,1591206.0,925448.0,707684.0,0.0,6754.0,167.0,1809.0,44500.0,256740.0
343,MS,2021,5,31,317713.0,7316.0,158384.0,1248916.0,2596955.0,1769523.0,1010848.0,807490.0,0.0,5813.0,117.0,1652.0,43768.0,99806.0
344,MS,2021,6,30,321764.0,7412.0,159782.0,1290196.0,2660215.0,1909507.0,1077045.0,885782.0,0.0,4051.0,96.0,1398.0,41280.0,78292.0
345,MS,2021,7,31,343505.0,7543.0,172067.0,1353188.0,2866005.0,2150026.0,1183439.0,1026837.0,0.0,21741.0,131.0,12285.0,62992.0,141055.0
346,MS,2021,8,31,436722.0,8409.0,214394.0,1508948.0,3495695.0,2447529.0,1378791.0,1123181.0,0.0,93217.0,866.0,42327.0,155760.0,96344.0
347,MS,2021,9,30,488394.0,9600.0,235019.0,1625679.0,3810595.0,2783784.0,1493169.0,1294972.0,0.0,51672.0,1191.0,20625.0,116731.0,171791.0
348,MS,2021,10,31,504318.0,10075.0,241551.0,1712515.0,4112335.0,2978090.0,1548748.0,1359519.0,121745.0,15924.0,475.0,6532.0,86836.0,64547.0
349,MS,2021,11,30,514171.0,10285.0,247168.0,1792131.0,4457415.0,3179628.0,1598535.0,1395862.0,239894.0,9853.0,210.0,5617.0,79616.0,36343.0
350,MS,2021,12,31,543737.0,10450.0,284337.0,1912294.0,4583575.0,3388292.0,1645916.0,1430624.0,354935.0,29566.0,165.0,37169.0,120163.0,34762.0
351,MT,2020,12,31,81701.0,962.0,113381.0,651228.0,46150.0,17511.0,0.0,0.0,0.0,-462036.0,-9488.0,-170956.0,-1261066.0,-1430624.0
352,MT,2021,1,31,93961.0,1234.0,127173.0,771221.0,141650.0,104525.0,0.0,0.0,0.0,12260.0,272.0,13792.0,119993.0,0.0
353,MT,2021,2,28,99999.0,1358.0,132974.0,857688.0,341645.0,281422.0,188782.0,0.0,0.0,6038.0,124.0,5801.0,86467.0,0.0
354,MT,2021,3,31,104677.0,1437.0,136896.0,948178.0,677495.0,522897.0,327448.0,205138.0,0.0,4678.0,79.0,3922.0,90490.0,205138.0
355,MT,2021,4,30,108931.0,1572.0,140276.0,1017796.0,988645.0,758111.0,435149.0,342212.0,0.0,4254.0,135.0,3380.0,69618.0,137074.0
356,MT,2021,5,31,111928.0,1613.0,143127.0,1067197.0,1085415.0,867123.0,483457.0,409140.0,0.0,2997.0,41.0,2851.0,49401.0,66928.0
357,MT,2021,6,30,113862.0,1665.0,144915.0,1107626.0,1109635.0,940056.0,510201.0,458067.0,0.0,1934.0,52.0,1788.0,40429.0,48927.0
358,MT,2021,7,31,116480.0,1704.0,147918.0,1149645.0,1137635.0,973506.0,528786.0,473831.0,0.0,2618.0,39.0,3003.0,42019.0,15764.0
359,MT,2021,8,31,127248.0,1800.0,158376.0,1226387.0,1254345.0,1022081.0,558019.0,491634.0,0.0,10768.0,96.0,10458.0,76742.0,17803.0
360,MT,2021,9,30,151184.0,2009.0,178979.0,1338327.0,1335065.0,1089630.0,585489.0,518303.0,0.0,23936.0,209.0,20603.0,111940.0,26669.0
361,MT,2021,10,31,176040.0,2346.0,197988.0,1435680.0,1489065.0,1191797.0,608160.0,539588.0,74245.0,24856.0,337.0,19009.0,97353.0,21285.0
362,MT,2021,11,30,191222.0,2672.0,206867.0,1508027.0,1645705.0,1324087.0,638911.0,554307.0,160998.0,15182.0,326.0,8879.0,72347.0,14719.0
363,MT,2021,12,31,197784.0,2907.0,212407.0,1570261.0,1727015.0,1444277.0,663349.0,577404.0,229841.0,6562.0,235.0,5540.0,62234.0,23097.0
364,NC,2020,12,31,536526.0,6811.0,597071.0,5970975.0,0.0,0.0,0.0,0.0,0.0,338742.0,3904.0,384664.0,4400714.0,-577404.0
365,NC,2021,1,31,753614.0,9381.0,795137.0,7361755.0,0.0,0.0,0.0,0.0,0.0,217088.0,2570.0,198066.0,1390780.0,0.0
366,NC,2021,2,28,854983.0,11241.0,873452.0,8403794.0,0.0,0.0,0.0,0.0,0.0,101369.0,1860.0,78315.0,1042039.0,0.0
367,NC,2021,3,31,910912.0,12137.0,919049.0,9270342.0,0.0,0.0,0.0,0.0,0.0,55929.0,896.0,45597.0,866548.0,0.0
368,NC,2021,4,30,966055.0,12676.0,967461.0,10023125.0,0.0,0.0,0.0,0.0,0.0,55143.0,539.0,48412.0,752783.0,0.0
369,NC,2021,5,31,997349.0,13101.0,993808.0,10601400.0,0.0,0.0,0.0,0.0,0.0,31294.0,425.0,26347.0,578275.0,0.0
370,NC,2021,6,30,1010138.0,13450.0,1004681.0,11037182.0,0.0,0.0,0.0,0.0,0.0,12789.0,349.0,10873.0,435782.0,0.0
371,NC,2021,7,31,1044744.0,13651.0,1048372.0,11547868.0,0.0,0.0,0.0,0.0,0.0,34606.0,201.0,43691.0,510686.0,0.0
372,NC,2021,8,31,1210911.0,14485.0,1222475.0,12692488.0,0.0,0.0,0.0,0.0,0.0,166167.0,834.0,174103.0,1144620.0,0.0
373,NC,2021,9,30,1392985.0,16541.0,1396270.0,14146474.0,0.0,0.0,0.0,0.0,0.0,182074.0,2056.0,173795.0,1453986.0,0.0
374,NC,2021,10,31,1475124.0,18068.0,1466747.0,15189668.0,0.0,0.0,0.0,0.0,0.0,82139.0,1527.0,70477.0,1043194.0,0.0
375,NC,2021,11,30,1531840.0,18760.0,1518772.0,16033006.0,0.0,0.0,0.0,0.0,0.0,56716.0,692.0,52025.0,843338.0,0.0
376,NC,2021,12,31,1680960.0,19436.0,1686317.0,17146447.0,0.0,0.0,0.0,0.0,0.0,149120.0,676.0,167545.0,1113441.0,0.0
377,ND,2020,12,31,92502.0,1299.0,89457.0,1175456.0,35450.0,15958.0,0.0,0.0,0.0,-1588458.0,-18137.0,-1596860.0,-15970991.0,0.0
378,ND,2021,1,31,97655.0,1447.0,92464.0,1275181.0,108050.0,97915.0,0.0,0.0,0.0,5153.0,148.0,3007.0,99725.0,0.0
379,ND,2021,2,28,99839.0,1475.0,94041.0,1356734.0,246570.0,234209.0,147054.0,0.0,0.0,2184.0,28.0,1577.0,81553.0,0.0
380,ND,2021,3,31,103123.0,1498.0,95979.0,1433091.0,464690.0,413386.0,246500.0,154549.0,0.0,3284.0,23.0,1938.0,76357.0,154549.0
381,ND,2021,4,30,107504.0,1523.0,98310.0,1497908.0,643330.0,562151.0,298958.0,249623.0,0.0,4381.0,25.0,2331.0,64817.0,95074.0
382,ND,2021,5,31,109975.0,1543.0,99556.0,1540803.0,688750.0,614543.0,321746.0,278948.0,0.0,2471.0,20.0,1246.0,42895.0,29325.0
383,ND,2021,6,30,110738.0,1559.0,99984.0,1566472.0,718310.0,641906.0,334131.0,295725.0,0.0,763.0,16.0,428.0,25669.0,16777.0
384,ND,2021,7,31,111675.0,1570.0,100447.0,1584987.0,738260.0,663565.0,346776.0,305794.0,0.0,937.0,11.0,463.0,18515.0,10069.0
385,ND,2021,8,31,117529.0,1592.0,104260.0,1633505.0,845400.0,697759.0,367567.0,317655.0,0.0,5854.0,22.0,3813.0,48518.0,11861.0
386,ND,2021,9,30,132192.0,1645.0,113389.0,1722063.0,921580.0,742416.0,388512.0,336457.0,0.0,14663.0,53.0,9129.0,88558.0,18802.0
387,ND,2021,10,31,148430.0,1798.0,122594.0,1807218.0,1027300.0,803404.0,406081.0,349780.0,41517.0,16238.0,153.0,9205.0,85155.0,13323.0
388,ND,2021,11,30,162332.0,1930.0,130814.0,1884315.0,1147730.0,896193.0,441631.0,371573.0,98389.0,13902.0,132.0,8220.0,77097.0,21793.0
389,ND,2021,12,31,174220.0,2057.0,137465.0,1953692.0,1190100.0,1016026.0,474912.0,401076.0,146574.0,11888.0,127.0,6651.0,69377.0,29503.0
390,NE,2020,12,31,167795.0,1690.0,202911.0,1226056.0,105900.0,27487.0,0.0,0.0,0.0,-6425.0,-367.0,65446.0,-727636.0,-401076.0
391,NE,2021,1,31,191763.0,2025.0,229010.0,1382400.0,288375.0,177711.0,0.0,0.0,0.0,23968.0,335.0,26099.0,156344.0,0.0
392,NE,2021,2,28,201298.0,2199.0,237845.0,1518348.0,603210.0,474439.0,309977.0,0.0,0.0,9535.0,174.0,8835.0,135948.0,0.0
393,NE,2021,3,31,209602.0,2282.0,246337.0,1630681.0,1152650.0,940837.0,595579.0,361958.0,0.0,8304.0,83.0,8492.0,112333.0,361958.0
394,NE,2021,4,30,219826.0,2366.0,254648.0,1730242.0,1782480.0,1412904.0,833481.0,626635.0,0.0,10224.0,84.0,8311.0,99561.0,264677.0
395,NE,2021,5,31,223676.0,2495.0,257966.0,1788067.0,2007060.0,1694344.0,933142.0,815245.0,0.0,3850.0,129.0,3318.0,57825.0,188610.0
396,NE,2021,6,30,224753.0,2520.0,259772.0,1824722.0,2088750.0,1865625.0,1001013.0,922579.0,0.0,1077.0,25.0,1806.0,36655.0,107334.0
397,NE,2021,7,31,228450.0,2550.0,265009.0,1862403.0,2180670.0,1941405.0,1042509.0,957498.0,0.0,3697.0,30.0,5237.0,37681.0,34919.0
398,NE,2021,8,31,244254.0,2590.0,278027.0,1970448.0,2351770.0,2065945.0,1111851.0,1006914.0,0.0,15804.0,40.0,13018.0,108045.0,49416.0
399,NE,2021,9,30,266449.0,2832.0,290805.0,2055812.0,2541330.0,2169872.0,1149181.0,1057562.0,0.0,22195.0,242.0,12778.0,85364.0,50648.0
400,NE,2021,10,31,283813.0,2975.0,297765.0,2107782.0,2832860.0,2336339.0,1179830.0,1087821.0,123456.0,17364.0,143.0,6960.0,51970.0,30259.0
401,NE,2021,11,30,309828.0,3155.0,307043.0,2158223.0,3135320.0,2597241.0,1240506.0,1110485.0,298081.0,26015.0,180.0,9278.0,50441.0,22664.0
402,NE,2021,12,31,338257.0,3336.0,320932.0,2223082.0,3417630.0,2857010.0,1284316.0,1157828.0,464203.0,28429.0,181.0,13889.0,64859.0,47343.0
403,NH,2020,12,31,44028.0,759.0,41020.0,1008620.0,0.0,0.0,0.0,0.0,0.0,-294229.0,-2577.0,-279912.0,-1214462.0,-1157828.0
404,NH,2021,1,31,65695.0,1057.0,56139.0,1235072.0,0.0,0.0,0.0,0.0,0.0,21667.0,298.0,15119.0,226452.0,0.0
405,NH,2021,2,28,75424.0,1170.0,63476.0,1432318.0,0.0,0.0,0.0,0.0,0.0,9729.0,113.0,7337.0,197246.0,0.0
406,NH,2021,3,31,84176.0,1238.0,70544.0,1637579.0,0.0,0.0,0.0,0.0,0.0,8752.0,68.0,7068.0,205261.0,0.0
407,NH,2021,4,30,94886.0,1303.0,78626.0,1844056.0,0.0,0.0,0.0,0.0,0.0,10710.0,65.0,8082.0,206477.0,0.0
408,NH,2021,5,31,98726.0,1353.0,81843.0,1976108.0,0.0,0.0,0.0,0.0,0.0,3840.0,50.0,3217.0,132052.0,0.0
409,NH,2021,6,30,99504.0,1372.0,82699.0,2051394.0,0.0,0.0,0.0,0.0,0.0,778.0,19.0,856.0,75286.0,0.0
410,NH,2021,7,31,100657.0,1387.0,84171.0,2119499.0,0.0,0.0,0.0,0.0,0.0,1153.0,15.0,1472.0,68105.0,0.0
411,NH,2021,8,31,107689.0,1417.0,90122.0,2231830.0,0.0,0.0,0.0,0.0,0.0,7032.0,30.0,5951.0,112331.0,0.0
412,NH,2021,9,30,120268.0,1481.0,100125.0,2422505.0,0.0,0.0,0.0,0.0,0.0,12579.0,64.0,10003.0,190675.0,0.0
413,NH,2021,10,31,134517.0,1565.0,114639.0,2644886.0,0.0,0.0,0.0,0.0,0.0,14249.0,84.0,14514.0,222381.0,0.0
414,NH,2021,11,30,161244.0,1716.0,139110.0,2869795.0,0.0,0.0,0.0,0.0,0.0,26727.0,151.0,24471.0,224909.0,0.0
415,NH,2021,12,31,198667.0,1961.0,173187.0,3084753.0,0.0,0.0,0.0,0.0,0.0,37423.0,245.0,34077.0,214958.0,0.0
416,NJ,2020,12,31,479381.0,19042.0,461326.0,6934307.0,403975.0,78838.0,0.0,0.0,0.0,280714.0,17081.0,288139.0,3849554.0,0.0
417,NJ,2021,1,31,696831.0,21484.0,633229.0,8366005.0,1232525.0,795440.0,0.0,0.0,0.0,217450.0,2442.0,171903.0,1431698.0,0.0
418,NJ,2021,2,28,789354.0,23252.0,734852.0,9527176.0,2508320.0,2065666.0,1423424.0,0.0,0.0,92523.0,1768.0,101623.0,1161171.0,0.0
419,NJ,2021,3,31,908812.0,24528.0,870332.0,10896916.0,5236605.0,4381035.0,2951563.0,1659604.0,0.0,119458.0,1276.0,135480.0,1369740.0,1659604.0
420,NJ,2021,4,30,997222.0,25554.0,977983.0,12145236.0,8623605.0,7302231.0,4582214.0,3202180.0,0.0,88410.0,1026.0,107651.0,1248320.0,1542576.0
421,NJ,2021,5,31,1016332.0,26212.0,1005373.0,13067798.0,10967005.0,9110414.0,5363925.0,4336841.0,0.0,19110.0,658.0,27390.0,922562.0,1134661.0
422,NJ,2021,6,30,1023395.0,26452.0,1014207.0,13799055.0,11548765.0,9841494.0,5580572.0,4897515.0,0.0,7063.0,240.0,8834.0,731257.0,560674.0
423,NJ,2021,7,31,1039353.0,26602.0,1035688.0,14516771.0,12103035.0,10380457.0,5862753.0,5187136.0,0.0,15958.0,150.0,21481.0,717716.0,289621.0
424,NJ,2021,8,31,1091966.0,26882.0,1090693.0,15452975.0,13072255.0,11005081.0,6211130.0,5457911.0,0.0,52613.0,280.0,55005.0,936204.0,270775.0
425,NJ,2021,9,30,1154570.0,27427.0,1157608.0,16645869.0,14000545.0,11535180.0,6440347.0,5713118.0,0.0,62604.0,545.0,66915.0,1192894.0,255207.0
426,NJ,2021,10,31,1198917.0,27972.0,1204878.0,17807996.0,15176475.0,12334361.0,6670955.0,5897400.0,547647.0,44347.0,545.0,47270.0,1162127.0,184282.0
427,NJ,2021,11,30,1252705.0,28390.0,1265195.0,18929683.0,17008125.0,13498900.0,7028706.0,6023574.0,1229336.0,53788.0,418.0,60317.0,1121687.0,126174.0
428,NJ,2021,12,31,1564253.0,29037.0,1624638.0,20419097.0,18675625.0,14997030.0,7449359.0,6267956.0,2144959.0,311548.0,647.0,359443.0,1489414.0,244382.0
429,NM,2020,12,31,142897.0,2479.0,172270.0,1635127.0,88700.0,30528.0,0.0,0.0,0.0,-1421356.0,-26558.0,-1452368.0,-18783970.0,-6267956.0
430,NM,2021,1,31,174064.0,3285.0,257685.0,1928379.0,317900.0,264147.0,0.0,0.0,0.0,31167.0,806.0,85415.0,293252.0,0.0
431,NM,2021,2,28,185132.0,3716.0,286377.0,2147413.0,738705.0,705538.0,467493.0,0.0,0.0,11068.0,431.0,28692.0,219034.0,0.0
432,NM,2021,3,31,191652.0,3939.0,302883.0,2347198.0,1442775.0,1258002.0,797952.0,493018.0,0.0,6520.0,223.0,16506.0,199785.0,493018.0
433,NM,2021,4,30,197733.0,4069.0,318336.0,2530998.0,2056105.0,1794170.0,1066741.0,779361.0,0.0,6081.0,130.0,15453.0,183800.0,286343.0
434,NM,2021,5,31,202821.0,4265.0,330452.0,2682425.0,2275605.0,2151860.0,1212713.0,1004336.0,0.0,5088.0,196.0,12116.0,151427.0,224975.0
435,NM,2021,6,30,205542.0,4342.0,336008.0,2790009.0,2366635.0,2380294.0,1318661.0,1142420.0,0.0,2721.0,77.0,5556.0,107584.0,138084.0
436,NM,2021,7,31,210416.0,4412.0,345735.0,2888306.0,2449685.0,2487536.0,1374231.0,1198386.0,0.0,4874.0,70.0,9727.0,98297.0,55966.0
437,NM,2021,8,31,232614.0,4520.0,385688.0,3100816.0,2699065.0,2642572.0,1465483.0,1257905.0,0.0,22198.0,108.0,39953.0,212510.0,59519.0
438,NM,2021,9,30,253024.0,4803.0,426110.0,3338363.0,2941875.0,2786048.0,1522096.0,1324646.0,0.0,20410.0,283.0,40422.0,237547.0,66741.0
439,NM,2021,10,31,275209.0,5051.0,478789.0,3555399.0,3259655.0,2829415.0,1513789.0,1302961.0,167610.0,22185.0,248.0,52679.0,217036.0,-21685.0
440,NM,2021,11,30,314264.0,5369.0,556555.0,3795916.0,3618895.0,3125326.0,1605513.0,1331844.0,356620.0,39055.0,318.0,77766.0,240517.0,28883.0
441,NM,2021,12,31,350043.0,5857.0,621431.0,4046720.0,3788325.0,3453488.0,1695938.0,1391188.0,546676.0,35779.0,488.0,64876.0,250804.0,59344.0
442,NV,2020,12,31,225165.0,3136.0,323649.0,1941931.0,115275.0,25645.0,0.0,0.0,0.0,-124878.0,-2721.0,-297782.0,-2104789.0,-1391188.0
443,NV,2021,1,31,278447.0,4271.0,393172.0,2238856.0,368800.0,241078.0,0.0,0.0,0.0,53282.0,1135.0,69523.0,296925.0,0.0
444,NV,2021,2,28,293815.0,4957.0,414681.0,2439130.0,867240.0,685692.0,447761.0,0.0,0.0,15368.0,686.0,21509.0,200274.0,0.0
445,NV,2021,3,31,303799.0,5249.0,427318.0,2652193.0,1704450.0,1348526.0,853774.0,492187.0,0.0,9984.0,292.0,12637.0,213063.0,492187.0
446,NV,2021,4,30,315438.0,5464.0,442354.0,2838591.0,2519320.0,2051105.0,1219581.0,857021.0,0.0,11639.0,215.0,15036.0,186398.0,364834.0
447,NV,2021,5,31,323748.0,5586.0,448629.0,2979355.0,2898670.0,2510235.0,1405096.0,1137530.0,0.0,8310.0,122.0,6275.0,140764.0,280509.0
448,NV,2021,6,30,333712.0,5681.0,455900.0,3084064.0,3076270.0,2776098.0,1529482.0,1291822.0,0.0,9964.0,95.0,7271.0,104709.0,154292.0
449,NV,2021,7,31,356401.0,5912.0,481352.0,3216769.0,3315390.0,2965093.0,1652020.0,1367562.0,0.0,22689.0,231.0,25452.0,132705.0,75740.0
450,NV,2021,8,31,390600.0,6510.0,521017.0,3442517.0,3709740.0,3206423.0,1786070.0,1473532.0,0.0,34199.0,598.0,39665.0,225748.0,105970.0
451,NV,2021,9,30,421319.0,7150.0,552203.0,3676435.0,3991900.0,3397599.0,1871575.0,1563310.0,0.0,30719.0,640.0,31186.0,233918.0,89778.0
452,NV,2021,10,31,449322.0,7631.0,577177.0,3915353.0,4370460.0,3648724.0,1952924.0,1632008.0,138697.0,28003.0,481.0,24974.0,238918.0,68698.0
453,NV,2021,11,30,470641.0,8017.0,602858.0,4141701.0,4774470.0,3963229.0,2046546.0,1678794.0,309364.0,21319.0,386.0,25681.0,226348.0,46786.0
454,NV,2021,12,31,501181.0,8420.0,651470.0,4392645.0,5096750.0,4328364.0,2145217.0,1740780.0,511655.0,30540.0,403.0,48612.0,250944.0,61986.0
455,NY,2020,12,31,979040.0,37557.0,1176474.0,22410123.0,842025.0,198125.0,0.0,0.0,0.0,477859.0,29137.0,525004.0,18017478.0,-1740780.0
456,NY,2021,1,31,1420164.0,43178.0,1630750.0,27082243.0,2932775.0,1875462.0,0.0,0.0,0.0,441124.0,5621.0,454276.0,4672120.0,0.0
457,NY,2021,2,28,1644124.0,47143.0,1873854.0,30858420.0,5757205.0,4225250.0,2691322.0,0.0,0.0,223960.0,3965.0,243104.0,3776177.0,0.0
458,NY,2021,3,31,1871595.0,49790.0,2124858.0,35326607.0,11913695.0,9261975.0,6051597.0,3285602.0,0.0,227471.0,2647.0,251004.0,4468187.0,3285602.0
459,NY,2021,4,30,2046322.0,51728.0,2311517.0,39623124.0,18743625.0,15636609.0,9258652.0,6721308.0,0.0,174727.0,1938.0,186659.0,4296517.0,3435706.0
460,NY,2021,5,31,2100633.0,52758.0,2372404.0,42991814.0,22652975.0,19672244.0,10856651.0,9121213.0,0.0,54311.0,1030.0,60887.0,3368690.0,2399905.0
461,NY,2021,6,30,2113147.0,53095.0,2387968.0,45356519.0,23946375.0,21790497.0,11669506.0,10508196.0,0.0,12514.0,337.0,15564.0,2364705.0,1386983.0
462,NY,2021,7,31,2148445.0,53266.0,2427543.0,47331566.0,25122005.0,22950250.0,12271911.0,11109858.0,0.0,35298.0,171.0,39575.0,1975047.0,601662.0
463,NY,2021,8,31,2276228.0,53847.0,2562505.0,50461277.0,27434895.0,24370206.0,13107270.0,11696867.0,0.0,127783.0,581.0,134962.0,3129711.0,587009.0
464,NY,2021,9,30,2424535.0,54933.0,2714916.0,54568735.0,29461905.0,25924474.0,13881981.0,12402027.0,0.0,148307.0,1086.0,152411.0,4107458.0,705160.0
465,NY,2021,10,31,2557930.0,55995.0,2844126.0,59011900.0,32217445.0,27632406.0,14464775.0,12978653.0,761161.0,133395.0,1062.0,129210.0,4443165.0,576626.0
466,NY,2021,11,30,2728612.0,57049.0,3014286.0,63020675.0,35666865.0,29921538.0,15220070.0,13324752.0,1997033.0,170682.0,1054.0,170160.0,4008775.0,346099.0
467,NY,2021,12,31,3473970.0,58993.0,3867728.0,68374344.0,39071535.0,34401675.0,16388632.0,13979833.0,4626125.0,745358.0,1944.0,853442.0,5353669.0,655081.0
468,OH,2020,12,31,700380.0,8962.0,670139.0,7113072.0,466500.0,94126.0,0.0,0.0,0.0,-2773590.0,-50031.0,-3197589.0,-61261272.0,-13979833.0
469,OH,2021,1,31,895792.0,11178.0,812957.0,8313247.0,1553900.0,954013.0,0.0,0.0,0.0,195412.0,2216.0,142818.0,1200175.0,0.0
470,OH,2021,2,28,967422.0,17299.0,859737.0,9198939.0,3301865.0,2599806.0,1686825.0,0.0,0.0,71630.0,6121.0,46780.0,885692.0,0.0
471,OH,2021,3,31,1017566.0,18609.0,892767.0,10142457.0,6921325.0,5295592.0,3399897.0,1970300.0,0.0,50144.0,1310.0,33030.0,943518.0,1970300.0
472,OH,2021,4,30,1072312.0,19284.0,933164.0,11087810.0,10538425.0,8366253.0,4720523.0,3769101.0,0.0,54746.0,675.0,40397.0,945353.0,1798801.0
473,OH,2021,5,31,1101934.0,19861.0,957641.0,11772998.0,11962165.0,9907511.0,5364025.0,4704437.0,0.0,29622.0,577.0,24477.0,685188.0,935336.0
474,OH,2021,6,30,1111324.0,20309.0,964915.0,12251242.0,12390715.0,10684968.0,5635230.0,5227519.0,0.0,9390.0,448.0,7274.0,478244.0,523082.0
475,OH,2021,7,31,1129277.0,20492.0,980322.0,12685081.0,12858835.0,11086847.0,5828437.0,5437218.0,0.0,17953.0,183.0,15407.0,433839.0,209699.0
476,OH,2021,8,31,1220900.0,20866.0,1071352.0,13521521.0,13995685.0,11631364.0,6133397.0,5657888.0,0.0,91623.0,374.0,91030.0,836440.0,220670.0
477,OH,2021,9,30,1413972.0,21945.0,1242911.0,14635995.0,14916455.0,12089450.0,6340058.0,5870552.0,0.0,193072.0,1079.0,171559.0,1114474.0,212664.0
478,OH,2021,10,31,1545327.0,24527.0,1345283.0,15506587.0,16544075.0,13051101.0,6529841.0,6063992.0,691284.0,131355.0,2582.0,102372.0,870592.0,193440.0
479,OH,2021,11,30,1690217.0,26587.0,1463030.0,16297300.0,18234375.0,14419053.0,6824256.0,6200220.0,1626563.0,144890.0,2060.0,117747.0,790713.0,136228.0
480,OH,2021,12,31,2016095.0,29447.0,1741703.0,17269454.0,19819895.0,15986492.0,7077368.0,6466991.0,2686309.0,325878.0,2860.0,278673.0,972154.0,266771.0
481,OK,2020,12,31,290936.0,2489.0,363237.0,1273942.0,208050.0,46609.0,0.0,0.0,0.0,-1725159.0,-26958.0,-1378466.0,-15995512.0,-6466991.0
482,OK,2021,1,31,389472.0,3547.0,436142.0,1491912.0,594925.0,437985.0,0.0,0.0,0.0,98536.0,1058.0,72905.0,217970.0,0.0
483,OK,2021,2,28,424508.0,4428.0,454235.0,1583712.0,1399890.0,1095362.0,688342.0,0.0,0.0,35036.0,881.0,18093.0,91800.0,0.0
484,OK,2021,3,31,438364.0,4953.0,463238.0,1691033.0,2677545.0,1930169.0,1224792.0,704689.0,0.0,13856.0,525.0,9003.0,107321.0,704689.0
485,OK,2021,4,30,448305.0,6788.0,469797.0,1781773.0,3740005.0,2681258.0,1522909.0,1172022.0,0.0,9941.0,1835.0,6559.0,90740.0,467333.0
486,OK,2021,5,31,453172.0,7291.0,474141.0,1858584.0,3932805.0,2959139.0,1645319.0,1335445.0,0.0,4867.0,503.0,4344.0,76811.0,163423.0
487,OK,2021,6,30,457851.0,7388.0,479123.0,1920668.0,4012750.0,3267350.0,1773539.0,1518992.0,0.0,4679.0,97.0,4982.0,62084.0,183547.0
