,State,Year,Month,Day,Total_Cases,Total_Deaths,Total_Positives,Total_Negatives,Vaccine_Dist,Vaccine_Admin,Vaccine_Int,Vaccine_Complete,Add_Dose,Monthly Cases,Monthly Deaths,Monthly Positive,Monthly Negatives,Monthly Vaccine Completed
157,IA,2021,1,31,319408.0,4901.0,323428.0,2427873.0,417900.0,252202.0,0.0,0.0,0.0,37696.0,1010.0,31411.0,255268.0,0.0
158,IA,2021,2,28,336455.0,5470.0,338253.0,2623817.0,901745.0,713054.0,534690.0,0.0,0.0,17047.0,569.0,14825.0,195944.0,0.0
159,IA,2021,3,31,351402.0,5743.0,351243.0,2834416.0,1816015.0,1539664.0,970567.0,610099.0,0.0,14947.0,273.0,12990.0,210599.0,610099.0
160,IA,2021,4,30,364841.0,5950.0,363567.0,3023946.0,2801085.0,2378407.0,1389825.0,1066664.0,0.0,13439.0,207.0,12324.0,189530.0,456565.0
161,IA,2021,5,31,371424.0,6055.0,369713.0,3167624.0,3326855.0,2846992.0,1554536.0,1383130.0,0.0,6583.0,105.0,6146.0,143678.0,316466.0
162,IA,2021,6,30,373861.0,6138.0,372488.0,3266445.0,3453335.0,3035131.0,1621227.0,1513342.0,0.0,2437.0,83.0,2775.0,98821.0,130212.0
163,IA,2021,7,31,379797.0,6183.0,381855.0,3363216.0,3595355.0,3141289.0,1681029.0,1565884.0,0.0,5936.0,45.0,9367.0,96771.0,52542.0
164,IA,2021,8,31,404747.0,6268.0,412914.0,3559023.0,3863075.0,3305699.0,1775951.0,1632205.0,0.0,24950.0,85.0,31059.0,195807.0,66321.0
165,IA,2021,9,30,452057.0,6563.0,454074.0,3841185.0,4223075.0,3452574.0,1832730.0,1702842.0,0.0,47310.0,295.0,41160.0,282162.0,70637.0
166,IA,2021,10,31,486132.0,6965.0,483354.0,4062437.0,4714875.0,3730566.0,1881585.0,1752576.0,217218.0,34075.0,402.0,29280.0,221252.0,49734.0
167,IA,2021,11,30,525458.0,7354.0,522222.0,4298740.0,5293655.0,4200551.0,1975709.0,1790001.0,544522.0,39326.0,389.0,38868.0,236303.0,37425.0
168,IA,2021,12,31,575501.0,7858.0,569875.0,4565996.0,5660075.0,4636337.0,2050210.0,1862192.0,831819.0,50043.0,504.0,47653.0,267256.0,72191.0
169,ID,2020,12,31,0.0,1438.0,184046.0,832553.0,0.0,0.0,0.0,0.0,0.0,-575501.0,-6420.0,-385829.0,-3733443.0,-1862192.0
170,ID,2021,1,31,0.0,1727.0,205887.0,968739.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,21841.0,136186.0,0.0
171,ID,2021,2,28,0.0,1862.0,213867.0,1077671.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,7980.0,108932.0,0.0
172,ID,2021,3,31,0.0,1965.0,221066.0,1194618.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,7199.0,116947.0,0.0
173,ID,2021,4,30,0.0,2048.0,225960.0,1294125.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,4894.0,99507.0,0.0
174,ID,2021,5,31,0.0,2092.0,229557.0,1369902.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3597.0,75777.0,0.0
175,ID,2021,6,30,0.0,2154.0,232646.0,1436179.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,3089.0,66277.0,0.0
176,ID,2021,7,31,0.0,2199.0,240411.0,1505840.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,7765.0,69661.0,0.0
177,ID,2021,8,31,0.0,2364.0,274260.0,1637559.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,33849.0,131719.0,0.0
178,ID,2021,9,30,0.0,2908.0,339397.0,1822891.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,65137.0,185332.0,0.0
179,ID,2021,10,31,0.0,3539.0,381186.0,1989120.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,41789.0,166229.0,0.0
180,ID,2021,11,30,0.0,3930.0,399967.0,2133624.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,18781.0,144504.0,0.0
181,ID,2021,12,31,0.0,4163.0,419688.0,2264981.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,19721.0,131357.0,0.0
182,IL,2020,12,31,965840.0,17979.0,1006109.0,10601479.0,478975.0,148860.0,0.0,0.0,0.0,965840.0,13816.0,586421.0,8336498.0,0.0
183,IL,2021,1,31,1128505.0,21242.0,1140657.0,12491218.0,1696575.0,1011454.0,0.0,0.0,0.0,162665.0,3263.0,134548.0,1889739.0,0.0
184,IL,2021,2,28,1189922.0,22735.0,1192902.0,14068200.0,3575135.0,2824209.0,2004662.0,0.0,0.0,61417.0,1493.0,52245.0,1576982.0,0.0
185,IL,2021,3,31,1248133.0,23579.0,1243249.0,15826651.0,7493325.0,5932882.0,3930026.0,2089452.0,0.0,58211.0,844.0,50347.0,1758451.0,2089452.0
186,IL,2021,4,30,1338687.0,24291.0,1324592.0,17628259.0,12065595.0,9445420.0,5883255.0,3855677.0,0.0,90554.0,712.0,81343.0,1801608.0,1766225.0
187,IL,2021,5,31,1386189.0,25223.0,1364771.0,19069980.0,14140165.0,11679098.0,6973555.0,5079997.0,0.0,47502.0,932.0,40179.0,1441721.0,1224320.0
188,IL,2021,6,30,1395863.0,25674.0,1374368.0,20055841.0,14656855.0,12971273.0,7528743.0,5849947.0,0.0,9674.0,451.0,9597.0,985861.0,769950.0
189,IL,2021,7,31,1423574.0,25916.0,1403064.0,20892972.0,15445035.0,13637169.0,7900903.0,6151554.0,0.0,27711.0,242.0,28696.0,837131.0,301607.0
190,IL,2021,8,31,1527348.0,26500.0,1492292.0,22393012.0,16779635.0,14635816.0,8358927.0,6489267.0,0.0,103774.0,584.0,89228.0,1500040.0,337713.0
191,IL,2021,9,30,1632653.0,27665.0,1581937.0,24819563.0,17846765.0,15320266.0,8671706.0,6780671.0,0.0,105305.0,1165.0,89645.0,2426551.0,291404.0
192,IL,2021,10,31,1700907.0,28620.0,1643534.0,27392222.0,19514815.0,16217117.0,8314126.0,7656805.0,798750.0,68254.0,955.0,61597.0,2572659.0,876134.0
193,IL,2021,11,30,1815121.0,29376.0,1754518.0,30083474.0,21492285.0,17923603.0,8799259.0,7821119.0,1896513.0,114214.0,756.0,110984.0,2691252.0,164314.0
194,IL,2021,12,31,2154058.0,31017.0,2126911.0,33328605.0,23227295.0,19838586.0,9149557.0,8133101.0,3156920.0,338937.0,1641.0,372393.0,3245131.0,311982.0
195,IN,2020,12,31,514059.0,8263.0,639272.0,5067209.0,353025.0,74351.0,0.0,0.0,0.0,-1639999.0,-22754.0,-1487639.0,-28261396.0,-8133101.0
196,IN,2021,1,31,629397.0,9974.0,736110.0,5738224.0,931500.0,607185.0,0.0,0.0,0.0,115338.0,1711.0,96838.0,671015.0,0.0
197,IN,2021,2,28,664484.0,12573.0,766075.0,6329372.0,1848620.0,1590344.0,1004776.0,0.0,0.0,35087.0,2599.0,29965.0,591148.0,0.0
198,IN,2021,3,31,689389.0,13039.0,788332.0,6916753.0,3532620.0,2787166.0,1701299.0,1123914.0,0.0,24905.0,466.0,22257.0,587381.0,1123914.0
199,IN,2021,4,30,723345.0,13332.0,816134.0,7412807.0,5479210.0,4144890.0,2423986.0,1804874.0,0.0,33956.0,293.0,27802.0,496054.0,680960.0
200,IN,2021,5,31,746636.0,13620.0,836995.0,7781131.0,6437880.0,5112710.0,2816254.0,2388827.0,0.0,23291.0,288.0,20861.0,368324.0,583953.0
201,IN,2021,6,30,756883.0,13850.0,843794.0,7999132.0,6681520.0,5587519.0,2999366.0,2686766.0,0.0,10247.0,230.0,6799.0,218001.0,297939.0
202,IN,2021,7,31,774266.0,14005.0,859870.0,8202580.0,7037140.0,6072817.0,3180668.0,2977432.0,0.0,17383.0,155.0,16076.0,203448.0,290666.0
203,IN,2021,8,31,861541.0,14491.0,945681.0,8764486.0,7671610.0,6419371.0,3376339.0,3116407.0,0.0,87275.0,486.0,85811.0,561906.0,138975.0
204,IN,2021,9,30,965803.0,15658.0,1045189.0,9410267.0,8278420.0,6746850.0,3516361.0,3256806.0,0.0,104262.0,1167.0,99508.0,645781.0,140399.0
205,IN,2021,10,31,1021806.0,16683.0,1099644.0,9887697.0,9124410.0,7245521.0,3620048.0,3357431.0,377050.0,56003.0,1025.0,54455.0,477430.0,100625.0
206,IN,2021,11,30,1104408.0,17557.0,1169947.0,10340931.0,10114580.0,7753762.0,3748072.0,3405083.0,715662.0,82602.0,874.0,70303.0,453234.0,47652.0
207,IN,2021,12,31,1250169.0,19037.0,1313787.0,10933548.0,11048730.0,8541494.0,3904600.0,3504367.0,1246826.0,145761.0,1480.0,143840.0,592617.0,99284.0
208,KS,2020,12,31,225455.0,2741.0,225417.0,1731745.0,141950.0,13708.0,0.0,0.0,0.0,-1024714.0,-16296.0,-1088370.0,-9201803.0,-3504367.0
209,KS,2021,1,31,277633.0,3779.0,266939.0,2099507.0,413350.0,221469.0,0.0,0.0,0.0,52178.0,1038.0,41522.0,367762.0,0.0
210,KS,2021,2,28,296798.0,4735.0,280562.0,2331645.0,867585.0,609765.0,430237.0,0.0,0.0,19165.0,956.0,13623.0,232138.0,0.0
211,KS,2021,3,31,304657.0,4913.0,286667.0,2506021.0,1787305.0,1290992.0,873196.0,491016.0,0.0,7859.0,178.0,6105.0,174376.0,491016.0
212,KS,2021,4,30,311213.0,5025.0,292822.0,2658940.0,2749525.0,2015317.0,1238463.0,916534.0,0.0,6556.0,112.0,6155.0,152919.0,425518.0
213,KS,2021,5,31,315860.0,5114.0,296806.0,2771400.0,2982945.0,2327157.0,1364521.0,1120082.0,0.0,4647.0,89.0,3984.0,112460.0,203548.0
214,KS,2021,6,30,319584.0,5188.0,300017.0,2848969.0,3077435.0,2484177.0,1431086.0,1220611.0,0.0,3724.0,74.0,3211.0,77569.0,100529.0
215,KS,2021,7,31,334159.0,5294.0,315394.0,2985679.0,3248875.0,2702724.0,1553668.0,1317263.0,0.0,14575.0,106.0,15377.0,136710.0,96652.0
216,KS,2021,8,31,370128.0,5589.0,349240.0,3243612.0,3569815.0,2912590.0,1669999.0,1405739.0,0.0,35969.0,295.0,33846.0,257933.0,88476.0
217,KS,2021,9,30,410041.0,6079.0,381037.0,3538656.0,3860775.0,3085006.0,1745045.0,1490136.0,0.0,39913.0,490.0,31797.0,295044.0,84397.0
218,KS,2021,10,31,435701.0,6438.0,400368.0,3743173.0,4258815.0,3348974.0,1822866.0,1550938.0,156635.0,25660.0,359.0,19331.0,204517.0,60802.0
219,KS,2021,11,30,466340.0,6717.0,422982.0,3933443.0,4796995.0,3698563.0,1929195.0,1592112.0,355717.0,30639.0,279.0,22614.0,190270.0,41174.0
220,KS,2021,12,31,520500.0,7030.0,469998.0,4179656.0,5195855.0,4086291.0,2022600.0,1663055.0,561807.0,54160.0,313.0,47016.0,246213.0,70943.0
221,KY,2020,12,31,268328.0,2956.0,342456.0,2379481.0,174750.0,52296.0,0.0,0.0,0.0,-252172.0,-4074.0,-127542.0,-1800175.0,-1663055.0
222,KY,2021,1,31,366357.0,3977.0,428623.0,2803991.0,650150.0,404705.0,0.0,0.0,0.0,98029.0,1021.0,86167.0,424510.0,0.0
223,KY,2021,2,28,407892.0,4786.0,458221.0,3083592.0,1317325.0,1020045.0,696591.0,0.0,0.0,41535.0,809.0,29598.0,279601.0,0.0
224,KY,2021,3,31,429616.0,6151.0,475186.0,3453552.0,2572045.0,2100387.0,1386294.0,775208.0,0.0,21724.0,1365.0,16965.0,369960.0,775208.0
225,KY,2021,4,30,446973.0,6620.0,486449.0,3746319.0,3930655.0,3142500.0,1834755.0,1420964.0,0.0,17357.0,469.0,11263.0,292767.0,645756.0
226,KY,2021,5,31,459560.0,6938.0,496479.0,4001058.0,4318535.0,3650993.0,2075111.0,1719535.0,0.0,12587.0,318.0,10030.0,254739.0,298571.0
227,KY,2021,6,30,465442.0,7267.0,501307.0,4179955.0,4456455.0,3994259.0,2209793.0,1942407.0,0.0,5882.0,329.0,4828.0,178897.0,222872.0
228,KY,2021,7,31,483219.0,7378.0,518282.0,4382345.0,4706145.0,4194567.0,2326881.0,2035457.0,0.0,17777.0,111.0,16975.0,202390.0,93050.0
229,KY,2021,8,31,579193.0,7826.0,602100.0,4863109.0,5195315.0,4554273.0,2548422.0,2167598.0,0.0,95974.0,448.0,83818.0,480764.0,132141.0
230,KY,2021,9,30,696361.0,8858.0,700906.0,5464462.0,5742555.0,4930548.0,2712122.0,2337940.0,0.0,117168.0,1032.0,98806.0,601353.0,170342.0
231,KY,2021,10,31,748382.0,9854.0,737046.0,5878655.0,6388275.0,4914845.0,2569056.0,2265793.0,265817.0,52021.0,996.0,36140.0,414193.0,-72147.0
232,KY,2021,11,30,790108.0,11038.0,770033.0,6251112.0,7050425.0,5416861.0,2691894.0,2328897.0,572632.0,41726.0,1184.0,32987.0,372457.0,63104.0
233,KY,2021,12,31,864099.0,12149.0,842182.0,6710891.0,7447805.0,5904238.0,2794360.0,2424784.0,863745.0,73991.0,1111.0,72149.0,459779.0,95887.0
234,LA,2020,12,31,315275.0,7488.0,413346.0,4146486.0,187350.0,44351.0,0.0,0.0,0.0,-548824.0,-4661.0,-428836.0,-2564405.0,-2424784.0
235,LA,2021,1,31,400626.0,8859.0,476937.0,4712615.0,648925.0,443715.0,0.0,0.0,0.0,85351.0,1371.0,63591.0,566129.0,0.0
236,LA,2021,2,28,430100.0,9608.0,496828.0,5143651.0,1331680.0,1056975.0,664121.0,0.0,0.0,29474.0,749.0,19891.0,431036.0,0.0
237,LA,2021,3,31,444933.0,10141.0,508691.0,5584176.0,2719670.0,1963625.0,1219539.0,758829.0,0.0,14833.0,533.0,11863.0,440525.0,758829.0
238,LA,2021,4,30,458581.0,10382.0,517525.0,5893968.0,3668620.0,2708891.0,1498488.0,1237494.0,0.0,13648.0,241.0,8834.0,309792.0,478665.0
239,LA,2021,5,31,470685.0,10576.0,526645.0,6150843.0,3902740.0,3082449.0,1661375.0,1451257.0,0.0,12104.0,194.0,9120.0,256875.0,213763.0
240,LA,2021,6,30,481467.0,10738.0,534229.0,6377007.0,4053370.0,3339493.0,1770559.0,1607808.0,0.0,10782.0,162.0,7584.0,226164.0,156551.0
241,LA,2021,7,31,541679.0,10999.0,582844.0,6705623.0,4362920.0,3646097.0,1973114.0,1716556.0,0.0,60212.0,261.0,48615.0,328616.0,108748.0
242,LA,2021,8,31,679796.0,12359.0,667726.0,7206915.0,5387580.0,4194618.0,2299546.0,1926190.0,0.0,138117.0,1360.0,84882.0,501292.0,209634.0
243,LA,2021,9,30,740533.0,13949.0,695326.0,7576928.0,5798840.0,4518953.0,2405098.0,2111741.0,0.0,60737.0,1590.0,27600.0,370013.0,185551.0
244,LA,2021,10,31,758471.0,14547.0,704556.0,7905348.0,6230460.0,4883767.0,2505901.0,2218162.0,240919.0,17938.0,598.0,9230.0,328420.0,106421.0
245,LA,2021,11,30,770894.0,14801.0,710685.0,8196955.0,6666280.0,5216884.0,2583849.0,2272670.0,444062.0,12423.0,254.0,6129.0,291607.0,54508.0
246,LA,2021,12,31,828695.0,14986.0,758198.0,8507527.0,6872750.0,5651941.0,2672643.0,2339252.0,722832.0,57801.0,185.0,47513.0,310572.0,66582.0
247,MA,2020,12,31,375178.0,12423.0,449820.0,10674902.0,339350.0,76211.0,0.0,0.0,0.0,-453517.0,-2563.0,-308378.0,2167375.0,-2339252.0
248,MA,2021,1,31,524025.0,14577.0,605515.0,13206101.0,1060900.0,579181.0,0.0,0.0,0.0,148847.0,2154.0,155695.0,2531199.0,0.0
249,MA,2021,2,28,581148.0,16118.0,663612.0,15585375.0,2091730.0,1735916.0,1220455.0,0.0,0.0,57123.0,1541.0,58097.0,2379274.0,0.0
250,MA,2021,3,31,635580.0,17185.0,721693.0,18215027.0,4270280.0,3611067.0,2362261.0,1307031.0,0.0,54432.0,1067.0,58081.0,2629652.0,1307031.0
251,MA,2021,4,30,688973.0,17610.0,772201.0,20524279.0,7304740.0,6174851.0,3858300.0,2506657.0,0.0,53393.0,425.0,50508.0,2309252.0,1199626.0
252,MA,2021,5,31,706945.0,17872.0,789685.0,22007795.0,9309200.0,8046706.0,4577593.0,3699440.0,0.0,17972.0,262.0,17484.0,1483516.0,1192783.0
253,MA,2021,6,30,709966.0,17994.0,793443.0,22844650.0,9744840.0,8836836.0,4850685.0,4243952.0,0.0,3021.0,122.0,3758.0,836855.0,544512.0
254,MA,2021,7,31,719780.0,18082.0,806784.0,23699083.0,10011300.0,9143308.0,5007226.0,4406452.0,0.0,9814.0,88.0,13341.0,854433.0,162500.0
255,MA,2021,8,31,759869.0,18246.0,849257.0,25145921.0,10462360.0,9472140.0,5191538.0,4546662.0,0.0,40089.0,164.0,42473.0,1446838.0,140210.0
256,MA,2021,9,30,811951.0,18627.0,898601.0,27382588.0,10912750.0,9798631.0,5337723.0,4679810.0,0.0,52082.0,381.0,49344.0,2236667.0,133148.0
257,MA,2021,10,31,851922.0,18996.0,942295.0,29787504.0,12061860.0,10464368.0,5531884.0,4803060.0,452925.0,39971.0,369.0,43694.0,2404916.0,123250.0
258,MA,2021,11,30,919097.0,19404.0,1012088.0,32014150.0,13368740.0,11610003.0,5912695.0,4906398.0,1124014.0,67175.0,408.0,69793.0,2226646.0,103338.0
259,MA,2021,12,31,1140614.0,20273.0,1232761.0,34369661.0,14678160.0,13029285.0,6260640.0,5145662.0,1989542.0,221517.0,869.0,220673.0,2355511.0,239264.0
260,MD,2020,12,31,276834.0,5895.0,543606.0,5640936.0,260400.0,50312.0,0.0,0.0,0.0,-863780.0,-14378.0,-689155.0,-28728725.0,-5145662.0
261,MD,2021,1,31,354649.0,7127.0,717456.0,6858223.0,884650.0,505454.0,0.0,0.0,0.0,77815.0,1232.0,173850.0,1217287.0,0.0
262,MD,2021,2,28,382281.0,7869.0,780855.0,7747799.0,1837445.0,1325977.0,884208.0,0.0,0.0,27632.0,742.0,63399.0,889576.0,0.0
263,MD,2021,3,31,411529.0,8286.0,846691.0,8644809.0,3573500.0,2809466.0,1884069.0,1039090.0,0.0,29248.0,417.0,65836.0,897010.0,1039090.0
264,MD,2021,4,30,447590.0,8744.0,926597.0,9560548.0,6023530.0,4805115.0,2933421.0,2065479.0,0.0,36061.0,458.0,79906.0,915739.0,1026389.0
265,MD,2021,5,31,460106.0,9614.0,953839.0,10236005.0,7936880.0,6141079.0,3472598.0,2902602.0,0.0,12516.0,870.0,27242.0,675457.0,837123.0
266,MD,2021,6,30,462496.0,9741.0,959250.0,10703058.0,8451560.0,6876449.0,3743499.0,3385600.0,0.0,2390.0,127.0,5411.0,467053.0,482998.0
267,MD,2021,7,31,468767.0,9825.0,973658.0,11149734.0,8793230.0,7213539.0,3914288.0,3559190.0,0.0,6271.0,84.0,14408.0,446676.0,173590.0
268,MD,2021,8,31,497225.0,10014.0,1038183.0,11896990.0,9322080.0,7597489.0,4121914.0,3717170.0,0.0,28458.0,189.0,64525.0,747256.0,157980.0
269,MD,2021,9,30,532570.0,10442.0,1112589.0,12819204.0,9992590.0,7969400.0,4271866.0,3876526.0,0.0,35345.0,428.0,74406.0,922214.0,159356.0
270,MD,2021,10,31,561501.0,10895.0,1177389.0,13886412.0,10957720.0,8551141.0,4414175.0,4000814.0,406068.0,28931.0,453.0,64800.0,1067208.0,124288.0
271,MD,2021,11,30,586376.0,11206.0,1232739.0,14833519.0,12166700.0,9457903.0,4651829.0,4084425.0,987923.0,24875.0,311.0,55350.0,947107.0,83611.0
272,MD,2021,12,31,700789.0,11758.0,1437184.0,15996208.0,13283750.0,10468179.0,4872277.0,4260165.0,1618895.0,114413.0,552.0,204445.0,1162689.0,175740.0
273,ME,2020,12,31,24201.0,347.0,27907.0,1081486.0,65750.0,23345.0,0.0,0.0,0.0,-676588.0,-11411.0,-1409277.0,-14914722.0,-4260165.0
274,ME,2021,1,31,39324.0,590.0,40596.0,1348933.0,212125.0,140353.0,0.0,0.0,0.0,15123.0,243.0,12689.0,267447.0,0.0
275,ME,2021,2,28,44634.0,703.0,44755.0,1582467.0,416090.0,332999.0,227707.0,0.0,0.0,5310.0,113.0,4159.0,233534.0,0.0
276,ME,2021,3,31,50504.0,743.0,49822.0,1827066.0,826370.0,697663.0,461705.0,264659.0,0.0,5870.0,40.0,5067.0,244599.0,264659.0
277,ME,2021,4,30,61213.0,784.0,58339.0,2093330.0,1367680.0,1183324.0,734290.0,528743.0,0.0,10709.0,41.0,8517.0,266264.0,264084.0
278,ME,2021,5,31,67780.0,825.0,62207.0,2252992.0,1790020.0,1480965.0,848935.0,731719.0,0.0,6567.0,41.0,3868.0,159662.0,202976.0
279,ME,2021,6,30,69033.0,858.0,63136.0,2327232.0,1852110.0,1604932.0,891207.0,819500.0,0.0,1253.0,33.0,929.0,74240.0,87781.0
280,ME,2021,7,31,70463.0,900.0,64134.0,2389105.0,1925110.0,1666488.0,919882.0,853795.0,0.0,1430.0,42.0,998.0,61873.0,34295.0
281,ME,2021,8,31,75856.0,932.0,69849.0,2495057.0,2027230.0,1743118.0,962221.0,885005.0,0.0,5393.0,32.0,5715.0,105952.0,31210.0
282,ME,2021,9,30,89989.0,1022.0,77421.0,2650772.0,2133430.0,1824230.0,996340.0,921333.0,0.0,14133.0,90.0,7572.0,155715.0,36328.0
283,ME,2021,10,31,104259.0,1167.0,88078.0,2820657.0,2383090.0,1970022.0,1030878.0,948503.0,102214.0,14270.0,145.0,10657.0,169885.0,27170.0
284,ME,2021,11,30,119662.0,1324.0,109270.0,3003575.0,2665000.0,2235211.0,1102535.0,971808.0,272903.0,15403.0,157.0,21192.0,182918.0,23305.0
285,ME,2021,12,31,146736.0,1531.0,140115.0,3213519.0,2909310.0,2517173.0,1156210.0,1020289.0,454073.0,27074.0,207.0,30845.0,209944.0,48481.0
286,MI,2020,12,31,526668.0,13010.0,648047.0,7874716.0,411275.0,68398.0,0.0,0.0,0.0,379932.0,11479.0,507932.0,4661197.0,-1020289.0
287,MI,2021,1,31,607901.0,15516.0,728474.0,9003203.0,1362600.0,977030.0,0.0,0.0,0.0,81233.0,2506.0,80427.0,1128487.0,0.0
288,MI,2021,2,28,644564.0,16498.0,761790.0,9917633.0,2704700.0,2318415.0,1491316.0,0.0,0.0,36663.0,982.0,33316.0,914430.0,0.0
289,MI,2021,3,31,744823.0,17112.0,850643.0,10957502.0,5889820.0,4419793.0,2858070.0,1693046.0,0.0,100259.0,614.0,88853.0,1039869.0,1693046.0
290,MI,2021,4,30,934576.0,18743.0,1029228.0,12129644.0,9418050.0,7118239.0,4253463.0,3180171.0,0.0,189753.0,1631.0,178585.0,1172142.0,1487125.0
291,MI,2021,5,31,990199.0,20361.0,1081439.0,12919819.0,11229100.0,8687320.0,4866912.0,4203643.0,0.0,55623.0,1618.0,52211.0,790175.0,1023472.0
292,MI,2021,6,30,998606.0,20984.0,1089137.0,13418285.0,11589010.0,9424037.0,5136486.0,4701047.0,0.0,8407.0,623.0,7698.0,498466.0,497404.0
293,MI,2021,7,31,1009611.0,21173.0,1101853.0,13775481.0,12036590.0,9798817.0,5305202.0,4878436.0,0.0,11005.0,189.0,12716.0,357196.0,177389.0
294,MI,2021,8,31,1058765.0,21535.0,1153020.0,14365699.0,12871020.0,10187046.0,5516637.0,5043602.0,0.0,49154.0,362.0,51167.0,590218.0,165166.0
295,MI,2021,9,30,1148303.0,22337.0,1247954.0,15379151.0,13528820.0,10627069.0,5691822.0,5221120.0,0.0,89538.0,802.0,94934.0,1013452.0,177518.0
296,MI,2021,10,31,1272713.0,23638.0,1380975.0,16562236.0,14782960.0,11517164.0,5819440.0,5346511.0,692798.0,124410.0,1301.0,133021.0,1183085.0,125391.0
297,MI,2021,11,30,1472288.0,25369.0,1604566.0,17772745.0,16473840.0,12750259.0,6115092.0,5451997.0,1535341.0,199575.0,1731.0,223591.0,1210509.0,105486.0
298,MI,2021,12,31,1706355.0,28984.0,1895914.0,18959313.0,18014150.0,14017702.0,6345853.0,5679382.0,2378596.0,234067.0,3615.0,291348.0,1186568.0,227385.0
299,MN,2020,12,31,415361.0,5382.0,624936.0,6176389.0,251650.0,61399.0,0.0,0.0,0.0,-1290994.0,-23602.0,-1270978.0,-12782924.0,-5679382.0
300,MN,2021,1,31,461875.0,6268.0,688193.0,7394294.0,837550.0,518744.0,0.0,0.0,0.0,46514.0,886.0,63257.0,1217905.0,0.0
301,MN,2021,2,28,484662.0,6551.0,721123.0,8381525.0,1599790.0,1393985.0,941537.0,0.0,0.0,22787.0,283.0,32930.0,987231.0,0.0
302,MN,2021,3,31,519607.0,6926.0,773005.0,9447877.0,3203000.0,2751928.0,1774794.0,1060778.0,0.0,34945.0,375.0,51882.0,1066352.0,1060778.0
303,MN,2021,4,30,575905.0,7237.0,852910.0,10574829.0,4972860.0,4354128.0,2646741.0,1926862.0,0.0,56298.0,311.0,79905.0,1126952.0,866084.0
304,MN,2021,5,31,601477.0,7519.0,888224.0,11376420.0,6290840.0,5420670.0,3069865.0,2601745.0,0.0,25572.0,282.0,35314.0,801591.0,674883.0
305,MN,2021,6,30,605458.0,7687.0,894880.0,11833404.0,6522150.0,5867176.0,3212409.0,2920597.0,0.0,3981.0,168.0,6656.0,456984.0,318852.0
306,MN,2021,7,31,612794.0,7761.0,911057.0,12337892.0,6729030.0,6082721.0,3320251.0,3033637.0,0.0,7336.0,74.0,16177.0,504488.0,113040.0
307,MN,2021,8,31,650057.0,7904.0,970627.0,13212964.0,7310020.0,6378868.0,3484576.0,3151965.0,0.0,37263.0,143.0,59570.0,875072.0,118328.0
308,MN,2021,9,30,711197.0,8256.0,1056667.0,14269732.0,7771100.0,6665091.0,3582858.0,3280065.0,0.0,61140.0,352.0,86040.0,1056768.0,128100.0
309,MN,2021,10,31,787674.0,8793.0,1170115.0,15391655.0,8656090.0,7237372.0,3677877.0,3378302.0,463742.0,76477.0,537.0,113448.0,1121923.0,98237.0
310,MN,2021,11,30,912494.0,9506.0,1328982.0,16559816.0,9858500.0,8249174.0,3893070.0,3523534.0,1104132.0,124820.0,713.0,158867.0,1168161.0,145232.0
311,MN,2021,12,31,1022352.0,10656.0,1490174.0,17759863.0,10837320.0,9163154.0,4033195.0,3694139.0,1716678.0,109858.0,1150.0,161192.0,1200047.0,170605.0
312,MO,2020,12,31,418637.0,5887.0,507378.0,3524901.0,287600.0,79047.0,0.0,0.0,0.0,-603715.0,-4769.0,-982796.0,-14234962.0,-3694139.0
313,MO,2021,1,31,499530.0,7176.0,587428.0,4118527.0,835400.0,444384.0,0.0,0.0,0.0,80893.0,1289.0,80050.0,593626.0,0.0
314,MO,2021,2,28,524600.0,8382.0,609448.0,4491511.0,1694635.0,1279404.0,807368.0,0.0,0.0,25070.0,1206.0,22020.0,372984.0,0.0
315,MO,2021,3,31,588900.0,8977.0,625400.0,4872786.0,3502935.0,2524827.0,1568169.0,924402.0,0.0,64300.0,595.0,15952.0,381275.0,924402.0
316,MO,2021,4,30,600910.0,9243.0,641800.0,5207761.0,5325495.0,3985417.0,2310678.0,1680768.0,0.0,12010.0,266.0,16400.0,334975.0,756366.0
317,MO,2021,5,31,615408.0,9676.0,654142.0,5495412.0,5910925.0,4679514.0,2591892.0,2110866.0,0.0,14498.0,433.0,12342.0,287651.0,430098.0
318,MO,2021,6,30,634733.0,9919.0,672905.0,5750425.0,6119775.0,5111580.0,2754863.0,2397550.0,0.0,19325.0,243.0,18763.0,255013.0,286684.0
319,MO,2021,7,31,695726.0,10310.0,737363.0,6147374.0,6567235.0,5483549.0,3002816.0,2541006.0,0.0,60993.0,391.0,64458.0,396949.0,143456.0
320,MO,2021,8,31,774864.0,11271.0,824841.0,6719276.0,7319555.0,5946002.0,3232987.0,2765619.0,0.0,79138.0,961.0,87478.0,571902.0,224613.0
