,State,Year-Month,Population,Total_Cases,Total_Deaths,Total_Positives,Total_Negatives,Vaccine_Dist,Vaccine_Admin,Vaccine_Int,Vaccine_Complete,Add_Dose,Monthly Cases,Monthly Deaths,Monthly Positive,Monthly Negatives,Monthly Vaccine Initiated,Monthly Vaccine Completed,Monthly Additional Dose
353,MT,2021-2,1104271,99999.0,1358.0,132974.0,857688.0,341645.0,281422.0,188782.0,0.0,0.0,6038.0,124.0,5801.0,86467.0,188782.0,0.0,0.0
354,MT,2021-3,1104271,104677.0,1437.0,136896.0,948178.0,677495.0,522897.0,327448.0,205138.0,0.0,4678.0,79.0,3922.0,90490.0,138666.0,205138.0,0.0
355,MT,2021-4,1104271,108931.0,1572.0,140276.0,1017796.0,988645.0,758111.0,435149.0,342212.0,0.0,4254.0,135.0,3380.0,69618.0,107701.0,137074.0,0.0
356,MT,2021-5,1104271,111928.0,1613.0,143127.0,1067197.0,1085415.0,867123.0,483457.0,409140.0,0.0,2997.0,41.0,2851.0,49401.0,48308.0,66928.0,0.0
357,MT,2021-6,1104271,113862.0,1665.0,144915.0,1107661.0,1109635.0,940056.0,510201.0,458067.0,0.0,1934.0,52.0,1788.0,40464.0,26744.0,48927.0,0.0
358,MT,2021-7,1104271,116480.0,1704.0,147925.0,1149741.0,1137635.0,973506.0,528786.0,473831.0,0.0,2618.0,39.0,3010.0,42080.0,18585.0,15764.0,0.0
359,MT,2021-8,1104271,127248.0,1800.0,158386.0,1226536.0,1254345.0,1022081.0,558019.0,491634.0,0.0,10768.0,96.0,10461.0,76795.0,29233.0,17803.0,0.0
360,MT,2021-9,1104271,151184.0,2009.0,178989.0,1338476.0,1335065.0,1089630.0,585489.0,518303.0,0.0,23936.0,209.0,20603.0,111940.0,27470.0,26669.0,0.0
361,MT,2021-10,1104271,176040.0,2346.0,197998.0,1435829.0,1489065.0,1191797.0,608160.0,539588.0,74245.0,24856.0,337.0,19009.0,97353.0,22671.0,21285.0,74245.0
362,MT,2021-11,1104271,191222.0,2672.0,206877.0,1508176.0,1645705.0,1324087.0,638911.0,554307.0,160998.0,15182.0,326.0,8879.0,72347.0,30751.0,14719.0,86753.0
363,MT,2021-12,1104271,197784.0,2907.0,212418.0,1570421.0,1727015.0,1444277.0,663349.0,577404.0,229841.0,6562.0,235.0,5541.0,62245.0,24438.0,23097.0,68843.0
365,NC,2021-1,10551162,753614.0,9381.0,795138.0,7361756.0,0.0,0.0,0.0,0.0,0.0,217088.0,2570.0,198067.0,1390780.0,0.0,0.0,0.0
366,NC,2021-2,10551162,854983.0,11241.0,873453.0,8403795.0,0.0,0.0,0.0,0.0,0.0,101369.0,1860.0,78315.0,1042039.0,0.0,0.0,0.0
367,NC,2021-3,10551162,910912.0,12137.0,919050.0,9270343.0,0.0,0.0,0.0,0.0,0.0,55929.0,896.0,45597.0,866548.0,0.0,0.0,0.0
368,NC,2021-4,10551162,966055.0,12676.0,967462.0,10023126.0,0.0,0.0,0.0,0.0,0.0,55143.0,539.0,48412.0,752783.0,0.0,0.0,0.0
369,NC,2021-5,10551162,997349.0,13101.0,993809.0,10601401.0,0.0,0.0,0.0,0.0,0.0,31294.0,425.0,26347.0,578275.0,0.0,0.0,0.0
370,NC,2021-6,10551162,1010138.0,13450.0,1004682.0,11037183.0,0.0,0.0,0.0,0.0,0.0,12789.0,349.0,10873.0,435782.0,0.0,0.0,0.0
371,NC,2021-7,10551162,1044744.0,13651.0,1048373.0,11547869.0,0.0,0.0,0.0,0.0,0.0,34606.0,201.0,43691.0,510686.0,0.0,0.0,0.0
372,NC,2021-8,10551162,1210911.0,14485.0,1222479.0,12692489.0,0.0,0.0,0.0,0.0,0.0,166167.0,834.0,174106.0,1144620.0,0.0,0.0,0.0
373,NC,2021-9,10551162,1392985.0,16541.0,1396274.0,14146475.0,0.0,0.0,0.0,0.0,0.0,182074.0,2056.0,173795.0,1453986.0,0.0,0.0,0.0
374,NC,2021-10,10551162,1475124.0,18068.0,1466751.0,15189669.0,0.0,0.0,0.0,0.0,0.0,82139.0,1527.0,70477.0,1043194.0,0.0,0.0,0.0
375,NC,2021-11,10551162,1531840.0,18760.0,1518776.0,16033007.0,0.0,0.0,0.0,0.0,0.0,56716.0,692.0,52025.0,843338.0,0.0,0.0,0.0
376,NC,2021-12,10551162,1680960.0,19436.0,1686391.0,17146450.0,0.0,0.0,0.0,0.0,0.0,149120.0,676.0,167615.0,1113443.0,0.0,0.0,0.0
378,ND,2021-1,774948,97655.0,1447.0,92464.0,1275181.0,108050.0,97915.0,0.0,0.0,0.0,5153.0,148.0,3007.0,99725.0,0.0,0.0,0.0
379,ND,2021-2,774948,99839.0,1475.0,94041.0,1356734.0,246570.0,234209.0,147054.0,0.0,0.0,2184.0,28.0,1577.0,81553.0,147054.0,0.0,0.0
380,ND,2021-3,774948,103123.0,1498.0,95979.0,1433091.0,464690.0,413386.0,246500.0,154549.0,0.0,3284.0,23.0,1938.0,76357.0,99446.0,154549.0,0.0
381,ND,2021-4,774948,107504.0,1523.0,98310.0,1497908.0,643330.0,562151.0,298958.0,249623.0,0.0,4381.0,25.0,2331.0,64817.0,52458.0,95074.0,0.0
382,ND,2021-5,774948,109975.0,1543.0,99556.0,1540803.0,688750.0,614543.0,321746.0,278948.0,0.0,2471.0,20.0,1246.0,42895.0,22788.0,29325.0,0.0
383,ND,2021-6,774948,110738.0,1559.0,99984.0,1566472.0,718310.0,641906.0,334131.0,295725.0,0.0,763.0,16.0,428.0,25669.0,12385.0,16777.0,0.0
384,ND,2021-7,774948,111675.0,1570.0,100447.0,1584987.0,738260.0,663565.0,346776.0,305794.0,0.0,937.0,11.0,463.0,18515.0,12645.0,10069.0,0.0
385,ND,2021-8,774948,117529.0,1592.0,104260.0,1633505.0,845400.0,697759.0,367567.0,317655.0,0.0,5854.0,22.0,3813.0,48518.0,20791.0,11861.0,0.0
386,ND,2021-9,774948,132192.0,1645.0,113389.0,1722063.0,921580.0,742416.0,388512.0,336457.0,0.0,14663.0,53.0,9129.0,88558.0,20945.0,18802.0,0.0
387,ND,2021-10,774948,148430.0,1798.0,122594.0,1807218.0,1027300.0,803404.0,406081.0,349780.0,41517.0,16238.0,153.0,9205.0,85155.0,17569.0,13323.0,41517.0
388,ND,2021-11,774948,162332.0,1930.0,130814.0,1884315.0,1147730.0,896193.0,441631.0,371573.0,98389.0,13902.0,132.0,8220.0,77097.0,35550.0,21793.0,56872.0
389,ND,2021-12,774948,174220.0,2057.0,137465.0,1953692.0,1190100.0,1016026.0,474912.0,401076.0,146574.0,11888.0,127.0,6651.0,69377.0,33281.0,29503.0,48185.0
391,NE,2021-1,1963692,191763.0,2025.0,229010.0,1382400.0,288375.0,177711.0,0.0,0.0,0.0,23968.0,335.0,26099.0,156344.0,0.0,0.0,0.0
392,NE,2021-2,1963692,201298.0,2199.0,237845.0,1518348.0,603210.0,474439.0,309977.0,0.0,0.0,9535.0,174.0,8835.0,135948.0,309977.0,0.0,0.0
393,NE,2021-3,1963692,209602.0,2282.0,246337.0,1630681.0,1152650.0,940837.0,595579.0,361958.0,0.0,8304.0,83.0,8492.0,112333.0,285602.0,361958.0,0.0
394,NE,2021-4,1963692,219826.0,2366.0,254648.0,1730242.0,1782480.0,1412904.0,833481.0,626635.0,0.0,10224.0,84.0,8311.0,99561.0,237902.0,264677.0,0.0
395,NE,2021-5,1963692,223676.0,2495.0,257966.0,1788067.0,2007060.0,1694344.0,933142.0,815245.0,0.0,3850.0,129.0,3318.0,57825.0,99661.0,188610.0,0.0
396,NE,2021-6,1963692,224753.0,2520.0,259772.0,1824722.0,2088750.0,1865625.0,1001013.0,922579.0,0.0,1077.0,25.0,1806.0,36655.0,67871.0,107334.0,0.0
397,NE,2021-7,1963692,228450.0,2550.0,265009.0,1862403.0,2180670.0,1941405.0,1042509.0,957498.0,0.0,3697.0,30.0,5237.0,37681.0,41496.0,34919.0,0.0
398,NE,2021-8,1963692,244254.0,2590.0,278027.0,1970448.0,2351770.0,2065945.0,1111851.0,1006914.0,0.0,15804.0,40.0,13018.0,108045.0,69342.0,49416.0,0.0
399,NE,2021-9,1963692,266449.0,2832.0,290805.0,2055812.0,2541330.0,2169872.0,1149181.0,1057562.0,0.0,22195.0,242.0,12778.0,85364.0,37330.0,50648.0,0.0
400,NE,2021-10,1963692,283813.0,2975.0,297765.0,2107782.0,2832860.0,2336339.0,1179830.0,1087821.0,123456.0,17364.0,143.0,6960.0,51970.0,30649.0,30259.0,123456.0
401,NE,2021-11,1963692,309828.0,3155.0,307043.0,2158223.0,3135320.0,2597241.0,1240506.0,1110485.0,298081.0,26015.0,180.0,9278.0,50441.0,60676.0,22664.0,174625.0
402,NE,2021-12,1963692,338257.0,3336.0,320932.0,2223082.0,3417630.0,2857010.0,1284316.0,1157828.0,464203.0,28429.0,181.0,13889.0,64859.0,43810.0,47343.0,166122.0
404,NH,2021-1,1388992,65695.0,1057.0,56142.0,1235094.0,0.0,0.0,0.0,0.0,0.0,21667.0,298.0,15122.0,226474.0,0.0,0.0,0.0
405,NH,2021-2,1388992,75424.0,1170.0,63479.0,1432340.0,0.0,0.0,0.0,0.0,0.0,9729.0,113.0,7337.0,197246.0,0.0,0.0,0.0
406,NH,2021-3,1388992,84176.0,1238.0,70547.0,1637601.0,0.0,0.0,0.0,0.0,0.0,8752.0,68.0,7068.0,205261.0,0.0,0.0,0.0
407,NH,2021-4,1388992,94886.0,1303.0,78629.0,1844078.0,0.0,0.0,0.0,0.0,0.0,10710.0,65.0,8082.0,206477.0,0.0,0.0,0.0
408,NH,2021-5,1388992,98726.0,1353.0,81846.0,1976130.0,0.0,0.0,0.0,0.0,0.0,3840.0,50.0,3217.0,132052.0,0.0,0.0,0.0
409,NH,2021-6,1388992,99504.0,1372.0,82702.0,2051427.0,0.0,0.0,0.0,0.0,0.0,778.0,19.0,856.0,75297.0,0.0,0.0,0.0
410,NH,2021-7,1388992,100657.0,1387.0,84176.0,2119722.0,0.0,0.0,0.0,0.0,0.0,1153.0,15.0,1474.0,68295.0,0.0,0.0,0.0
411,NH,2021-8,1388992,107689.0,1417.0,90137.0,2232355.0,0.0,0.0,0.0,0.0,0.0,7032.0,30.0,5961.0,112633.0,0.0,0.0,0.0
412,NH,2021-9,1388992,120268.0,1481.0,100160.0,2423587.0,0.0,0.0,0.0,0.0,0.0,12579.0,64.0,10023.0,191232.0,0.0,0.0,0.0
413,NH,2021-10,1388992,134517.0,1565.0,114688.0,2646231.0,0.0,0.0,0.0,0.0,0.0,14249.0,84.0,14528.0,222644.0,0.0,0.0,0.0
414,NH,2021-11,1388992,161244.0,1716.0,139160.0,2871187.0,0.0,0.0,0.0,0.0,0.0,26727.0,151.0,24472.0,224956.0,0.0,0.0,0.0
415,NH,2021-12,1388992,198667.0,1961.0,173246.0,3086226.0,0.0,0.0,0.0,0.0,0.0,37423.0,245.0,34086.0,215039.0,0.0,0.0,0.0
417,NJ,2021-1,9267130,696831.0,21484.0,633235.0,8366019.0,1232525.0,795440.0,0.0,0.0,0.0,217450.0,2442.0,171909.0,1431712.0,0.0,0.0,0.0
418,NJ,2021-2,9267130,789354.0,23252.0,734858.0,9527284.0,2508320.0,2065666.0,1423424.0,0.0,0.0,92523.0,1768.0,101623.0,1161265.0,1423424.0,0.0,0.0
419,NJ,2021-3,9267130,908812.0,24528.0,870338.0,10897024.0,5236605.0,4381035.0,2951563.0,1659604.0,0.0,119458.0,1276.0,135480.0,1369740.0,1528139.0,1659604.0,0.0
420,NJ,2021-4,9267130,997222.0,25554.0,977989.0,12145345.0,8623605.0,7302231.0,4582214.0,3202180.0,0.0,88410.0,1026.0,107651.0,1248321.0,1630651.0,1542576.0,0.0
421,NJ,2021-5,9267130,1016332.0,26212.0,1005379.0,13067907.0,10967005.0,9110414.0,5363925.0,4336841.0,0.0,19110.0,658.0,27390.0,922562.0,781711.0,1134661.0,0.0
422,NJ,2021-6,9267130,1023395.0,26452.0,1014213.0,13799171.0,11548765.0,9841494.0,5580572.0,4897515.0,0.0,7063.0,240.0,8834.0,731264.0,216647.0,560674.0,0.0
423,NJ,2021-7,9267130,1039353.0,26602.0,1035694.0,14516889.0,12103035.0,10380457.0,5862753.0,5187136.0,0.0,15958.0,150.0,21481.0,717718.0,282181.0,289621.0,0.0
424,NJ,2021-8,9267130,1091966.0,26882.0,1090699.0,15453093.0,13072255.0,11005081.0,6211130.0,5457911.0,0.0,52613.0,280.0,55005.0,936204.0,348377.0,270775.0,0.0
425,NJ,2021-9,9267130,1154570.0,27427.0,1157624.0,16646248.0,14000545.0,11535180.0,6440347.0,5713118.0,0.0,62604.0,545.0,66925.0,1193155.0,229217.0,255207.0,0.0
426,NJ,2021-10,9267130,1198917.0,27972.0,1204908.0,17808882.0,15176475.0,12334361.0,6670955.0,5897400.0,547647.0,44347.0,545.0,47284.0,1162634.0,230608.0,184282.0,547647.0
427,NJ,2021-11,9267130,1252705.0,28390.0,1265227.0,18930776.0,17008125.0,13498900.0,7028706.0,6023574.0,1229336.0,53788.0,418.0,60319.0,1121894.0,357751.0,126174.0,681689.0
428,NJ,2021-12,9267130,1564253.0,29037.0,1627055.0,20424541.0,18675625.0,14997030.0,7449359.0,6267956.0,2144959.0,311548.0,647.0,361828.0,1493765.0,420653.0,244382.0,915623.0
430,NM,2021-1,2115877,174064.0,3285.0,257685.0,1928379.0,317900.0,264147.0,0.0,0.0,0.0,31167.0,806.0,85415.0,293252.0,0.0,0.0,0.0
431,NM,2021-2,2115877,185132.0,3716.0,286377.0,2147413.0,738705.0,705538.0,467493.0,0.0,0.0,11068.0,431.0,28692.0,219034.0,467493.0,0.0,0.0
432,NM,2021-3,2115877,191652.0,3939.0,302883.0,2347198.0,1442775.0,1258002.0,797952.0,493018.0,0.0,6520.0,223.0,16506.0,199785.0,330459.0,493018.0,0.0
433,NM,2021-4,2115877,197733.0,4069.0,318336.0,2530998.0,2056105.0,1794170.0,1066741.0,779361.0,0.0,6081.0,130.0,15453.0,183800.0,268789.0,286343.0,0.0
434,NM,2021-5,2115877,202821.0,4265.0,330452.0,2682425.0,2275605.0,2151860.0,1212713.0,1004336.0,0.0,5088.0,196.0,12116.0,151427.0,145972.0,224975.0,0.0
435,NM,2021-6,2115877,205542.0,4342.0,336008.0,2790009.0,2366635.0,2380294.0,1318661.0,1142420.0,0.0,2721.0,77.0,5556.0,107584.0,105948.0,138084.0,0.0
436,NM,2021-7,2115877,210416.0,4412.0,345735.0,2888306.0,2449685.0,2487536.0,1374231.0,1198386.0,0.0,4874.0,70.0,9727.0,98297.0,55570.0,55966.0,0.0
437,NM,2021-8,2115877,232614.0,4520.0,385688.0,3100816.0,2699065.0,2642572.0,1465483.0,1257905.0,0.0,22198.0,108.0,39953.0,212510.0,91252.0,59519.0,0.0
438,NM,2021-9,2115877,253024.0,4803.0,426110.0,3338363.0,2941875.0,2786048.0,1522096.0,1324646.0,0.0,20410.0,283.0,40422.0,237547.0,56613.0,66741.0,0.0
439,NM,2021-10,2115877,275209.0,5051.0,478789.0,3555399.0,3259655.0,2829415.0,1513789.0,1302961.0,167610.0,22185.0,248.0,52679.0,217036.0,-8307.0,-21685.0,167610.0
440,NM,2021-11,2115877,314264.0,5369.0,556555.0,3795916.0,3618895.0,3125326.0,1605513.0,1331844.0,356620.0,39055.0,318.0,77766.0,240517.0,91724.0,28883.0,189010.0
441,NM,2021-12,2115877,350043.0,5857.0,621431.0,4046720.0,3788325.0,3453488.0,1695938.0,1391188.0,546676.0,35779.0,488.0,64876.0,250804.0,90425.0,59344.0,190056.0
443,NV,2021-1,3143991,278447.0,4271.0,393184.0,2238862.0,368800.0,241078.0,0.0,0.0,0.0,53282.0,1135.0,69525.0,296926.0,0.0,0.0,0.0
444,NV,2021-2,3143991,293815.0,4957.0,414693.0,2439136.0,867240.0,685692.0,447761.0,0.0,0.0,15368.0,686.0,21509.0,200274.0,447761.0,0.0,0.0
445,NV,2021-3,3143991,303799.0,5249.0,427331.0,2652201.0,1704450.0,1348526.0,853774.0,492187.0,0.0,9984.0,292.0,12638.0,213065.0,406013.0,492187.0,0.0
446,NV,2021-4,3143991,315438.0,5464.0,442367.0,2838599.0,2519320.0,2051105.0,1219581.0,857021.0,0.0,11639.0,215.0,15036.0,186398.0,365807.0,364834.0,0.0
447,NV,2021-5,3143991,323748.0,5586.0,448642.0,2979363.0,2898670.0,2510235.0,1405096.0,1137530.0,0.0,8310.0,122.0,6275.0,140764.0,185515.0,280509.0,0.0
448,NV,2021-6,3143991,333712.0,5681.0,455913.0,3084072.0,3076270.0,2776098.0,1529482.0,1291822.0,0.0,9964.0,95.0,7271.0,104709.0,124386.0,154292.0,0.0
449,NV,2021-7,3143991,356401.0,5912.0,481365.0,3216777.0,3315390.0,2965093.0,1652020.0,1367562.0,0.0,22689.0,231.0,25452.0,132705.0,122538.0,75740.0,0.0
450,NV,2021-8,3143991,390600.0,6510.0,521030.0,3442526.0,3709740.0,3206423.0,1786070.0,1473532.0,0.0,34199.0,598.0,39665.0,225749.0,134050.0,105970.0,0.0
451,NV,2021-9,3143991,421319.0,7150.0,552223.0,3676444.0,3991900.0,3397599.0,1871575.0,1563310.0,0.0,30719.0,640.0,31193.0,233918.0,85505.0,89778.0,0.0
452,NV,2021-10,3143991,449322.0,7631.0,577197.0,3915362.0,4370460.0,3648724.0,1952924.0,1632008.0,138697.0,28003.0,481.0,24974.0,238918.0,81349.0,68698.0,138697.0
453,NV,2021-11,3143991,470641.0,8017.0,602879.0,4141713.0,4774470.0,3963229.0,2046546.0,1678794.0,309364.0,21319.0,386.0,25682.0,226351.0,93622.0,46786.0,170667.0
454,NV,2021-12,3143991,501181.0,8420.0,651497.0,4392665.0,5096750.0,4328364.0,2145217.0,1740780.0,511655.0,30540.0,403.0,48618.0,250952.0,98671.0,61986.0,202291.0
456,NY,2021-1,19835913,1420164.0,43178.0,1630782.0,27082367.0,2932775.0,1875462.0,0.0,0.0,0.0,441124.0,5621.0,454308.0,4672244.0,0.0,0.0,0.0
457,NY,2021-2,19835913,1644124.0,47143.0,1873886.0,30858549.0,5757205.0,4225250.0,2691322.0,0.0,0.0,223960.0,3965.0,243104.0,3776182.0,2691322.0,0.0,0.0
458,NY,2021-3,19835913,1871595.0,49790.0,2124890.0,35326738.0,11913695.0,9261975.0,6051597.0,3285602.0,0.0,227471.0,2647.0,251004.0,4468189.0,3360275.0,3285602.0,0.0
459,NY,2021-4,19835913,2046322.0,51728.0,2311549.0,39623260.0,18743625.0,15636609.0,9258652.0,6721308.0,0.0,174727.0,1938.0,186659.0,4296522.0,3207055.0,3435706.0,0.0
460,NY,2021-5,19835913,2100633.0,52758.0,2372436.0,42991953.0,22652975.0,19672244.0,10856651.0,9121213.0,0.0,54311.0,1030.0,60887.0,3368693.0,1597999.0,2399905.0,0.0
461,NY,2021-6,19835913,2113147.0,53095.0,2388000.0,45356660.0,23946375.0,21790497.0,11669506.0,10508196.0,0.0,12514.0,337.0,15564.0,2364707.0,812855.0,1386983.0,0.0
462,NY,2021-7,19835913,2148445.0,53266.0,2427586.0,47331711.0,25122005.0,22950250.0,12271911.0,11109858.0,0.0,35298.0,171.0,39586.0,1975051.0,602405.0,601662.0,0.0
463,NY,2021-8,19835913,2276228.0,53847.0,2562549.0,50461443.0,27434895.0,24370206.0,13107270.0,11696867.0,0.0,127783.0,581.0,134963.0,3129732.0,835359.0,587009.0,0.0
464,NY,2021-9,19835913,2424535.0,54933.0,2714964.0,54568924.0,29461905.0,25924474.0,13881981.0,12402027.0,0.0,148307.0,1086.0,152415.0,4107481.0,774711.0,705160.0,0.0
465,NY,2021-10,19835913,2557930.0,55995.0,2844175.0,59012109.0,32217445.0,27632406.0,14464775.0,12978653.0,761161.0,133395.0,1062.0,129211.0,4443185.0,582794.0,576626.0,761161.0
466,NY,2021-11,19835913,2728612.0,57049.0,3014336.0,63020904.0,35666865.0,29921538.0,15220070.0,13324752.0,1997033.0,170682.0,1054.0,170161.0,4008795.0,755295.0,346099.0,1235872.0
467,NY,2021-12,19835913,3473970.0,58993.0,3867880.0,68374646.0,39071535.0,34401675.0,16388632.0,13979833.0,4626125.0,745358.0,1944.0,853544.0,5353742.0,1168562.0,655081.0,2629092.0
469,OH,2021-1,11780017,895792.0,11178.0,812957.0,8313247.0,1553900.0,954013.0,0.0,0.0,0.0,195412.0,2216.0,142818.0,1200175.0,0.0,0.0,0.0
470,OH,2021-2,11780017,967422.0,17299.0,859737.0,9198939.0,3301865.0,2599806.0,1686825.0,0.0,0.0,71630.0,6121.0,46780.0,885692.0,1686825.0,0.0,0.0
471,OH,2021-3,11780017,1017566.0,18609.0,892767.0,10142457.0,6921325.0,5295592.0,3399897.0,1970300.0,0.0,50144.0,1310.0,33030.0,943518.0,1713072.0,1970300.0,0.0
472,OH,2021-4,11780017,1072312.0,19284.0,933164.0,11087810.0,10538425.0,8366253.0,4720523.0,3769101.0,0.0,54746.0,675.0,40397.0,945353.0,1320626.0,1798801.0,0.0
473,OH,2021-5,11780017,1101934.0,19861.0,957641.0,11773000.0,11962165.0,9907511.0,5364025.0,4704437.0,0.0,29622.0,577.0,24477.0,685190.0,643502.0,935336.0,0.0
474,OH,2021-6,11780017,1111324.0,20309.0,964915.0,12251711.0,12390715.0,10684968.0,5635230.0,5227519.0,0.0,9390.0,448.0,7274.0,478711.0,271205.0,523082.0,0.0
475,OH,2021-7,11780017,1129277.0,20492.0,980322.0,12685961.0,12858835.0,11086847.0,5828437.0,5437218.0,0.0,17953.0,183.0,15407.0,434250.0,193207.0,209699.0,0.0
476,OH,2021-8,11780017,1220900.0,20866.0,1071353.0,13522909.0,13995685.0,11631364.0,6133397.0,5657888.0,0.0,91623.0,374.0,91031.0,836948.0,304960.0,220670.0,0.0
477,OH,2021-9,11780017,1413972.0,21945.0,1242915.0,14638984.0,14916455.0,12089450.0,6340058.0,5870552.0,0.0,193072.0,1079.0,171562.0,1116075.0,206661.0,212664.0,0.0
478,OH,2021-10,11780017,1545327.0,24527.0,1345292.0,15510885.0,16544075.0,13051101.0,6529841.0,6063992.0,691284.0,131355.0,2582.0,102377.0,871901.0,189783.0,193440.0,691284.0
479,OH,2021-11,11780017,1690217.0,26587.0,1463048.0,16301683.0,18234375.0,14419053.0,6824256.0,6200220.0,1626563.0,144890.0,2060.0,117756.0,790798.0,294415.0,136228.0,935279.0
480,OH,2021-12,11780017,2016095.0,29447.0,1741970.0,17273968.0,19819895.0,15986492.0,7077368.0,6466991.0,2686309.0,325878.0,2860.0,278922.0,972285.0,253112.0,266771.0,1059746.0
482,OK,2021-1,3986639,389472.0,3547.0,436142.0,1491912.0,594925.0,437985.0,0.0,0.0,0.0,98536.0,1058.0,72905.0,217970.0,0.0,0.0,0.0
483,OK,2021-2,3986639,424508.0,4428.0,454235.0,1583712.0,1399890.0,1095362.0,688342.0,0.0,0.0,35036.0,881.0,18093.0,91800.0,688342.0,0.0,0.0
484,OK,2021-3,3986639,438364.0,4953.0,463238.0,1691033.0,2677545.0,1930169.0,1224792.0,704689.0,0.0,13856.0,525.0,9003.0,107321.0,536450.0,704689.0,0.0
485,OK,2021-4,3986639,448305.0,6788.0,469797.0,1781773.0,3740005.0,2681258.0,1522909.0,1172022.0,0.0,9941.0,1835.0,6559.0,90740.0,298117.0,467333.0,0.0
486,OK,2021-5,3986639,453172.0,7291.0,474141.0,1858584.0,3932805.0,2959139.0,1645319.0,1335445.0,0.0,4867.0,503.0,4344.0,76811.0,122410.0,163423.0,0.0
487,OK,2021-6,3986639,457851.0,7388.0,479123.0,1920668.0,4012750.0,3267350.0,1773539.0,1518992.0,0.0,4679.0,97.0,4982.0,62084.0,128220.0,183547.0,0.0
488,OK,2021-7,3986639,480635.0,7485.0,503383.0,2012261.0,4192800.0,3460262.0,1897232.0,1593194.0,0.0,22784.0,97.0,24260.0,91593.0,123693.0,74202.0,0.0
489,OK,2021-8,3986639,551958.0,7812.0,561212.0,2202481.0,4709150.0,3829308.0,2109416.0,1734367.0,0.0,71323.0,327.0,57829.0,190220.0,212184.0,141173.0,0.0
490,OK,2021-9,3986639,613765.0,8949.0,601430.0,2378388.0,5002360.0,4152019.0,2239256.0,1883414.0,0.0,61807.0,1137.0,40218.0,175907.0,129840.0,149047.0,0.0
491,OK,2021-10,3986639,643978.0,10710.0,617286.0,2496369.0,5427550.0,4501331.0,2355199.0,1981645.0,218402.0,30213.0,1761.0,15856.0,117981.0,115943.0,98231.0,218402.0
492,OK,2021-11,3986639,666927.0,10879.0,630303.0,2625857.0,6019250.0,4878303.0,2485988.0,2039094.0,403298.0,22949.0,169.0,13017.0,129488.0,130789.0,57449.0,184896.0
493,OK,2021-12,3986639,708938.0,11552.0,660221.0,2791810.0,6257990.0,5323906.0,2617295.0,2119050.0,637475.0,42011.0,673.0,29918.0,165953.0,131307.0,79956.0,234177.0
495,OR,2021-1,4246155,142417.0,1972.0,148155.0,2202699.0,665325.0,407890.0,0.0,0.0,0.0,28488.0,487.0,24244.0,275336.0,0.0,0.0,0.0
496,OR,2021-2,4246155,155597.0,2218.0,158900.0,2441959.0,1241415.0,994403.0,632080.0,0.0,0.0,13180.0,246.0,10745.0,239260.0,632080.0,0.0,0.0
497,OR,2021-3,4246155,165013.0,2396.0,166594.0,2817712.0,2449855.0,1854126.0,1187225.0,703262.0,0.0,9416.0,178.0,7694.0,375753.0,555145.0,703262.0,0.0
498,OR,2021-4,4246155,184838.0,2511.0,184027.0,3143333.0,3853745.0,3047017.0,1869063.0,1284955.0,0.0,19825.0,115.0,17433.0,325621.0,681838.0,581693.0,0.0
499,OR,2021-5,4246155,201561.0,2700.0,198451.0,3420603.0,5339055.0,4073216.0,2316666.0,1913354.0,0.0,16723.0,189.0,14424.0,277270.0,447603.0,628399.0,0.0
500,OR,2021-6,4246155,208680.0,2803.0,204649.0,3625328.0,5634895.0,4517691.0,2467466.0,2223826.0,0.0,7119.0,103.0,6198.0,204725.0,150800.0,310472.0,0.0
501,OR,2021-7,4246155,219755.0,2886.0,215353.0,3859135.0,5784515.0,4743550.0,2560856.0,2360847.0,0.0,11075.0,83.0,10704.0,233807.0,93390.0,137021.0,0.0
502,OR,2021-8,4246155,276287.0,3211.0,261118.0,4271273.0,6216825.0,4972756.0,2698081.0,2448747.0,0.0,56532.0,325.0,45765.0,412138.0,137225.0,87900.0,0.0
503,OR,2021-9,4246155,330054.0,3791.0,299832.0,4649449.0,6718845.0,5233207.0,2807716.0,2562913.0,0.0,53767.0,580.0,38714.0,378176.0,109635.0,114166.0,0.0
504,OR,2021-10,4246155,365053.0,4372.0,328914.0,5040782.0,7331425.0,5651843.0,2886384.0,2652242.0,305283.0,34999.0,581.0,29082.0,391333.0,78668.0,89329.0,305283.0
505,OR,2021-11,4246155,391099.0,5161.0,348364.0,5388263.0,7983905.0,6201116.0,3013928.0,2699697.0,671460.0,26046.0,789.0,19450.0,347481.0,127544.0,47455.0,366177.0
506,OR,2021-12,4246155,421263.0,5655.0,378668.0,5781049.0,8488505.0,6852504.0,3125834.0,2805561.0,1106438.0,30164.0,494.0,30304.0,392786.0,111906.0,105864.0,434978.0
508,PA,2021-1,12964056,848244.0,21715.0,926473.0,9120796.0,1976925.0,1088172.0,0.0,0.0,0.0,202184.0,5695.0,179740.0,1556700.0,0.0,0.0,0.0
509,PA,2021-2,12964056,935911.0,24056.0,1000997.0,10236089.0,3915545.0,2751844.0,1911844.0,0.0,0.0,87667.0,2341.0,74524.0,1115293.0,1911844.0,0.0,0.0
510,PA,2021-3,12964056,1030415.0,25150.0,1085382.0,11444181.0,7659555.0,6056762.0,4071410.0,2128284.0,0.0,94504.0,1094.0,84385.0,1208092.0,2159566.0,2128284.0,0.0
