,State,Year,Month,Day,Total_Cases,Total_Deaths,Total_Positives,Total_Negatives,Vaccine_Dist,Vaccine_Admin,Vaccine_Int,Vaccine_Complete,Add_Dose
305,AK,2020,12,31,46740.0,198.0,84167.0,1321410.0,54975.0,14550.0,0.0,0.0,0.0
306,AK,2021,1,1,46740.0,198.0,84423.0,1326155.0,54975.0,16504.0,0.0,0.0,0.0
307,AK,2021,1,2,47549.0,207.0,84687.0,1330315.0,54975.0,18401.0,0.0,0.0,0.0
308,AK,2021,1,3,47846.0,207.0,85010.0,1336011.0,54975.0,18684.0,0.0,0.0,0.0
309,AK,2021,1,4,48110.0,209.0,85457.0,1342939.0,75475.0,18937.0,0.0,0.0,0.0
310,AK,2021,1,5,48302.0,209.0,86002.0,1353626.0,81550.0,19050.0,0.0,0.0,0.0
311,AK,2021,1,6,48636.0,211.0,86529.0,1364448.0,82725.0,20106.0,0.0,0.0,0.0
312,AK,2021,1,7,48961.0,214.0,86949.0,1373224.0,86625.0,21830.0,0.0,0.0,0.0
313,AK,2021,1,8,49366.0,214.0,87414.0,1383437.0,92775.0,24562.0,0.0,0.0,0.0
314,AK,2021,1,9,49681.0,215.0,87769.0,1389973.0,92875.0,28539.0,0.0,0.0,0.0
315,AK,2021,1,10,49935.0,215.0,88002.0,1394873.0,92875.0,33263.0,0.0,0.0,0.0
316,AK,2021,1,11,50111.0,215.0,88396.0,1402590.0,124250.0,35027.0,0.0,0.0,0.0
317,AK,2021,1,12,50243.0,216.0,88757.0,1411863.0,137900.0,35838.0,0.0,0.0,0.0
318,AK,2021,1,13,50526.0,217.0,89202.0,1422978.0,140075.0,38680.0,0.0,0.0,0.0
319,AK,2021,1,14,50861.0,219.0,89541.0,1431817.0,147975.0,42596.0,0.0,0.0,0.0
320,AK,2021,1,15,51163.0,220.0,89966.0,1439948.0,149650.0,49039.0,0.0,0.0,0.0
321,AK,2021,1,16,51347.0,220.0,90167.0,1445749.0,149650.0,54193.0,0.0,0.0,0.0
322,AK,2021,1,17,51630.0,220.0,90412.0,1450915.0,149650.0,60438.0,0.0,0.0,0.0
323,AK,2021,1,18,51785.0,220.0,90646.0,1455866.0,149650.0,64730.0,0.0,0.0,0.0
324,AK,2021,1,19,51914.0,221.0,91044.0,1463966.0,152625.0,66331.0,0.0,0.0,0.0
325,AK,2021,1,20,52081.0,244.0,91320.0,1472755.0,150350.0,68293.0,0.0,0.0,0.0
326,AK,2021,1,21,52282.0,245.0,91607.0,1480652.0,154325.0,71907.0,0.0,0.0,0.0
327,AK,2021,1,22,52572.0,245.0,91868.0,1488330.0,155500.0,81096.0,0.0,0.0,0.0
328,AK,2021,1,23,52820.0,250.0,92054.0,1493794.0,155700.0,88344.0,0.0,0.0,0.0
329,AK,2021,1,24,52982.0,250.0,92170.0,1497261.0,155700.0,94257.0,0.0,0.0,0.0
330,AK,2021,1,25,53061.0,250.0,92345.0,1502632.0,155700.0,97031.0,0.0,0.0,0.0
331,AK,2021,1,26,53143.0,251.0,92593.0,1511557.0,162925.0,98149.0,0.0,0.0,0.0
332,AK,2021,1,27,53322.0,252.0,92827.0,1521232.0,170575.0,101597.0,0.0,0.0,0.0
333,AK,2021,1,28,53524.0,253.0,93106.0,1529200.0,178075.0,105858.0,0.0,0.0,0.0
334,AK,2021,1,29,53705.0,253.0,93311.0,1536450.0,192350.0,110396.0,0.0,0.0,0.0
335,AK,2021,1,30,53851.0,253.0,93549.0,1542461.0,193150.0,115268.0,0.0,0.0,0.0
336,AK,2021,1,31,53985.0,253.0,93699.0,1547506.0,193150.0,119590.0,0.0,0.0,0.0
337,AK,2021,2,1,54091.0,253.0,93958.0,1554572.0,193150.0,122020.0,0.0,0.0,0.0
338,AK,2021,2,2,54223.0,269.0,94219.0,1565179.0,196975.0,123443.0,0.0,0.0,0.0
339,AK,2021,2,3,54447.0,269.0,94536.0,1574440.0,229975.0,125765.0,0.0,0.0,0.0
340,AK,2021,2,4,54631.0,269.0,94873.0,1584340.0,240325.0,129936.0,0.0,0.0,0.0
341,AK,2021,2,5,54880.0,269.0,95108.0,1593278.0,245700.0,134002.0,0.0,0.0,0.0
342,AK,2021,2,6,54880.0,269.0,95290.0,1598364.0,248500.0,139147.0,0.0,0.0,0.0
343,AK,2021,2,7,54880.0,269.0,95435.0,1602779.0,248500.0,146082.0,0.0,0.0,0.0
344,AK,2021,2,8,55374.0,269.0,95621.0,1609191.0,248500.0,150934.0,0.0,0.0,0.0
345,AK,2021,2,9,55500.0,269.0,95858.0,1618323.0,256900.0,152874.0,0.0,0.0,0.0
346,AK,2021,2,10,55701.0,269.0,96044.0,1626999.0,260300.0,156255.0,0.0,0.0,0.0
347,AK,2021,2,11,55850.0,269.0,96274.0,1635651.0,270250.0,162273.0,0.0,0.0,0.0
348,AK,2021,2,12,56008.0,271.0,96444.0,1642369.0,271350.0,167436.0,0.0,0.0,0.0
349,AK,2021,2,13,56008.0,271.0,96560.0,1647001.0,271550.0,175138.0,122518.0,0.0,0.0
350,AK,2021,2,14,56008.0,271.0,96650.0,1650728.0,271550.0,183831.0,126444.0,0.0,0.0
351,AK,2021,2,15,56008.0,271.0,96798.0,1655654.0,271550.0,189268.0,128412.0,0.0,0.0
352,AK,2021,2,16,56504.0,276.0,97022.0,1663798.0,271550.0,191008.0,129734.0,0.0,0.0
353,AK,2021,2,17,56559.0,277.0,97208.0,1671576.0,271550.0,193617.0,130830.0,0.0,0.0
354,AK,2021,2,18,56768.0,277.0,97389.0,1679261.0,271550.0,199151.0,133578.0,0.0,0.0
355,AK,2021,2,19,56979.0,278.0,97541.0,1685568.0,299935.0,216223.0,144083.0,0.0,0.0
356,AK,2021,2,20,56979.0,278.0,97676.0,1690382.0,299935.0,227403.0,148497.0,0.0,0.0
357,AK,2021,2,21,56979.0,278.0,97780.0,1694855.0,299935.0,235141.0,152555.0,0.0,0.0
358,AK,2021,2,22,57316.0,279.0,97923.0,1700956.0,299935.0,238279.0,153572.0,0.0,0.0
359,AK,2021,2,23,57371.0,279.0,98107.0,1708903.0,304875.0,239927.0,154618.0,0.0,0.0
360,AK,2021,2,24,57550.0,279.0,98348.0,1716817.0,315765.0,243650.0,156267.0,0.0,0.0
361,AK,2021,2,25,57735.0,279.0,98504.0,1725099.0,319265.0,249559.0,158792.0,0.0,0.0
362,AK,2021,2,26,57846.0,279.0,98667.0,1731767.0,332415.0,254334.0,161595.0,0.0,0.0
363,AK,2021,2,27,57846.0,279.0,98792.0,1736800.0,342535.0,259538.0,163739.0,0.0,0.0
364,AK,2021,2,28,57846.0,279.0,98919.0,1742031.0,342535.0,264741.0,166735.0,0.0,0.0
365,AK,2021,3,1,58229.0,289.0,99070.0,1749327.0,342535.0,268406.0,168069.0,0.0,0.0
366,AK,2021,3,2,58383.0,290.0,99284.0,1758171.0,372725.0,269941.0,168646.0,0.0,0.0
367,AK,2021,3,3,58574.0,291.0,99435.0,1765676.0,399225.0,273350.0,170586.0,0.0,0.0
368,AK,2021,3,4,58722.0,291.0,99609.0,1773820.0,409125.0,276891.0,172414.0,0.0,0.0
369,AK,2021,3,5,58870.0,292.0,99742.0,1781370.0,421375.0,281467.0,174588.0,106558.0,0.0
370,AK,2021,3,6,58870.0,292.0,99870.0,1786006.0,426715.0,288625.0,178237.0,110053.0,0.0
371,AK,2021,3,7,58870.0,292.0,99992.0,1790450.0,426715.0,295046.0,180948.0,113787.0,0.0
372,AK,2021,3,8,59210.0,291.0,100119.0,1795569.0,426715.0,298144.0,182230.0,115635.0,0.0
373,AK,2021,3,9,59299.0,291.0,100312.0,1803777.0,430685.0,302687.0,184906.0,117345.0,0.0
374,AK,2021,3,10,59451.0,291.0,100464.0,1811408.0,445125.0,307769.0,188281.0,119073.0,0.0
375,AK,2021,3,11,59689.0,291.0,100626.0,1819027.0,462875.0,313365.0,190712.0,122197.0,0.0
376,AK,2021,3,12,59796.0,292.0,100788.0,1826770.0,470325.0,318526.0,193951.0,124170.0,0.0
377,AK,2021,3,13,59796.0,292.0,100925.0,1831722.0,472395.0,324271.0,197436.0,126647.0,0.0
378,AK,2021,3,14,59796.0,292.0,101025.0,1836464.0,472395.0,333357.0,202410.0,130857.0,0.0
379,AK,2021,3,15,60174.0,292.0,101174.0,1843348.0,472395.0,337141.0,205256.0,132532.0,0.0
380,AK,2021,3,16,60277.0,292.0,101334.0,1849954.0,484795.0,339647.0,206403.0,133907.0,0.0
381,AK,2021,3,17,60451.0,293.0,101509.0,1857183.0,499625.0,345987.0,210932.0,135810.0,0.0
382,AK,2021,3,18,60606.0,296.0,101682.0,1865414.0,509025.0,351093.0,213432.0,138464.0,0.0
383,AK,2021,3,19,60683.0,296.0,101854.0,1873064.0,514835.0,356055.0,216781.0,140169.0,0.0
384,AK,2021,3,20,60683.0,296.0,101944.0,1876588.0,520685.0,362698.0,221157.0,143349.0,0.0
385,AK,2021,3,21,60683.0,296.0,102127.0,1881848.0,520685.0,372435.0,228333.0,145975.0,0.0
386,AK,2021,3,22,61034.0,296.0,102343.0,1889440.0,520685.0,375590.0,230614.0,146903.0,0.0
387,AK,2021,3,23,61212.0,298.0,102587.0,1897432.0,529765.0,376555.0,231342.0,147214.0,0.0
388,AK,2021,3,24,61411.0,298.0,102741.0,1905064.0,540815.0,379296.0,233037.0,148725.0,0.0
389,AK,2021,3,25,61558.0,299.0,102993.0,1912888.0,549315.0,384503.0,236062.0,150980.0,0.0
390,AK,2021,3,26,61744.0,299.0,103182.0,1920595.0,568125.0,389775.0,239599.0,153706.0,0.0
391,AK,2021,3,27,61744.0,299.0,103432.0,1925192.0,570465.0,395650.0,242733.0,156698.0,0.0
392,AK,2021,3,28,61744.0,299.0,103589.0,1930174.0,570465.0,401502.0,245355.0,160197.0,0.0
393,AK,2021,3,29,61744.0,299.0,103740.0,1936788.0,570465.0,403284.0,246515.0,160932.0,0.0
394,AK,2021,3,30,62395.0,299.0,103991.0,1945875.0,572905.0,404339.0,247097.0,161504.0,0.0
395,AK,2021,3,31,62559.0,299.0,104247.0,1954197.0,601225.0,407233.0,248711.0,163100.0,0.0
396,AK,2021,4,1,62785.0,299.0,104442.0,1961930.0,615825.0,411529.0,250378.0,165325.0,0.0
397,AK,2021,4,2,62987.0,299.0,104657.0,1969223.0,629315.0,415690.0,252586.0,167561.0,0.0
398,AK,2021,4,3,62987.0,299.0,104813.0,1973597.0,636665.0,420238.0,254263.0,170747.0,0.0
399,AK,2021,4,4,62987.0,299.0,104958.0,1977539.0,636665.0,428556.0,257375.0,176825.0,0.0
400,AK,2021,4,5,63486.0,299.0,105131.0,1983976.0,636665.0,431436.0,258376.0,178886.0,0.0
401,AK,2021,4,6,63566.0,299.0,105413.0,1993410.0,658125.0,432690.0,258884.0,179359.0,0.0
402,AK,2021,4,7,63785.0,299.0,105673.0,2002728.0,684095.0,436681.0,260622.0,181924.0,0.0
403,AK,2021,4,8,64013.0,299.0,105911.0,2010600.0,692995.0,443287.0,263119.0,186597.0,0.0
404,AK,2021,4,9,64259.0,299.0,106075.0,2017584.0,703015.0,448337.0,265468.0,189958.0,0.0
405,AK,2021,4,10,64259.0,299.0,106192.0,2021851.0,706185.0,455719.0,268587.0,194814.0,0.0
406,AK,2021,4,11,64259.0,299.0,106375.0,2026841.0,706185.0,461286.0,270838.0,198792.0,0.0
407,AK,2021,4,12,64655.0,300.0,106563.0,2033464.0,706185.0,465250.0,272212.0,201795.0,0.0
408,AK,2021,4,13,64809.0,300.0,106818.0,2041560.0,717325.0,496015.0,282684.0,222407.0,0.0
409,AK,2021,4,14,65008.0,300.0,107037.0,2050699.0,722835.0,499742.0,284110.0,225131.0,0.0
410,AK,2021,4,15,65201.0,318.0,107248.0,2058987.0,729305.0,499815.0,284193.0,225221.0,0.0
411,AK,2021,4,16,65390.0,318.0,107468.0,2064544.0,735675.0,504860.0,286100.0,228333.0,0.0
412,AK,2021,4,17,65390.0,318.0,107636.0,2068743.0,746705.0,509843.0,288040.0,231393.0,0.0
413,AK,2021,4,18,65390.0,318.0,107776.0,2072772.0,746705.0,515501.0,290503.0,234553.0,0.0
414,AK,2021,4,19,65835.0,318.0,107991.0,2079213.0,746705.0,517521.0,291456.0,235666.0,0.0
415,AK,2021,4,20,65944.0,318.0,108261.0,2087706.0,746805.0,519030.0,291921.0,236706.0,0.0
416,AK,2021,4,21,66142.0,318.0,108475.0,2095875.0,749605.0,524758.0,294331.0,239813.0,0.0
417,AK,2021,4,22,66370.0,318.0,108686.0,2103170.0,751205.0,530134.0,296911.0,242474.0,0.0
418,AK,2021,4,23,66518.0,318.0,108881.0,2109730.0,756585.0,533546.0,298047.0,244728.0,0.0
419,AK,2021,4,24,66518.0,318.0,109007.0,2113328.0,759125.0,536961.0,299312.0,246821.0,0.0
420,AK,2021,4,25,66518.0,318.0,109122.0,2117471.0,759125.0,539630.0,300351.0,248428.0,0.0
421,AK,2021,4,26,66967.0,330.0,109286.0,2123307.0,759125.0,540565.0,300706.0,249036.0,0.0
422,AK,2021,4,27,67104.0,330.0,109494.0,2131655.0,760525.0,541593.0,301212.0,249547.0,0.0
423,AK,2021,4,28,67290.0,330.0,109676.0,2139472.0,765635.0,543274.0,301770.0,250694.0,0.0
424,AK,2021,4,29,67458.0,330.0,109813.0,2146483.0,768205.0,550524.0,304657.0,255008.0,0.0
425,AK,2021,4,30,67598.0,330.0,109932.0,2152524.0,769205.0,552792.0,305395.0,256564.0,0.0
426,AK,2021,5,1,67598.0,330.0,110026.0,2156445.0,769205.0,560662.0,307711.0,262217.0,0.0
427,AK,2021,5,2,67598.0,330.0,110133.0,2160498.0,769205.0,562442.0,308462.0,263330.0,0.0
428,AK,2021,5,3,67872.0,331.0,110273.0,2166032.0,769205.0,562875.0,308656.0,263603.0,0.0
429,AK,2021,5,4,67964.0,331.0,110454.0,2174435.0,772405.0,563184.0,308846.0,263754.0,0.0
430,AK,2021,5,5,68112.0,331.0,110575.0,2181647.0,774305.0,564720.0,309518.0,264565.0,0.0
431,AK,2021,5,6,68208.0,332.0,110689.0,2188640.0,776005.0,567031.0,310415.0,265869.0,0.0
432,AK,2021,5,7,68324.0,332.0,110796.0,2194117.0,777445.0,569040.0,311397.0,266960.0,0.0
433,AK,2021,5,8,68324.0,332.0,110870.0,2197632.0,777945.0,571320.0,312475.0,268319.0,0.0
434,AK,2021,5,9,68324.0,332.0,110913.0,2200146.0,777945.0,571368.0,312535.0,268405.0,0.0
435,AK,2021,5,10,68559.0,332.0,110996.0,2206226.0,777945.0,575174.0,314070.0,270922.0,0.0
436,AK,2021,5,11,68617.0,334.0,111104.0,2212746.0,781245.0,576062.0,314577.0,271486.0,0.0
437,AK,2021,5,12,68705.0,336.0,111207.0,2219361.0,790295.0,577317.0,315132.0,272256.0,0.0
438,AK,2021,5,13,68785.0,336.0,111287.0,2224933.0,790995.0,578970.0,315883.0,273310.0,0.0
439,AK,2021,5,14,68897.0,336.0,111350.0,2228915.0,792055.0,580781.0,316924.0,274293.0,0.0
440,AK,2021,5,15,68897.0,336.0,111417.0,2232058.0,792755.0,583641.0,318593.0,275681.0,0.0
441,AK,2021,5,16,68897.0,336.0,111486.0,2234714.0,792755.0,586727.0,320705.0,276902.0,0.0
442,AK,2021,5,17,69032.0,347.0,111582.0,2240759.0,792755.0,587406.0,321214.0,277105.0,0.0
443,AK,2021,5,18,69088.0,351.0,111663.0,2246904.0,794195.0,587995.0,321664.0,277461.0,0.0
444,AK,2021,5,19,69186.0,352.0,111746.0,2252834.0,797805.0,590878.0,323863.0,278305.0,0.0
445,AK,2021,5,20,69263.0,352.0,111808.0,2258194.0,799005.0,593159.0,325229.0,279464.0,0.0
446,AK,2021,5,21,69329.0,352.0,111860.0,2262572.0,801405.0,595885.0,327119.0,280509.0,0.0
447,AK,2021,5,22,69329.0,352.0,111895.0,2265267.0,802575.0,598449.0,328869.0,281611.0,0.0
448,AK,2021,5,23,69329.0,352.0,111920.0,2268091.0,802575.0,601098.0,330605.0,282727.0,0.0
449,AK,2021,5,24,69424.0,352.0,111994.0,2272524.0,802575.0,601963.0,331243.0,283050.0,0.0
450,AK,2021,5,25,69476.0,352.0,112043.0,2278116.0,805355.0,602501.0,331563.0,283291.0,0.0
451,AK,2021,5,26,69542.0,352.0,112086.0,2283103.0,805355.0,603860.0,332524.0,283908.0,0.0
452,AK,2021,5,27,69583.0,352.0,112141.0,2287388.0,805955.0,605559.0,333592.0,284731.0,0.0
453,AK,2021,5,28,69627.0,352.0,112187.0,2291156.0,806055.0,607946.0,335110.0,285759.0,0.0
454,AK,2021,5,29,69627.0,352.0,112226.0,2293871.0,806335.0,610038.0,336394.0,286793.0,0.0
455,AK,2021,5,30,69627.0,352.0,112258.0,2296401.0,806335.0,611608.0,337367.0,287531.0,0.0
456,AK,2021,5,31,69627.0,352.0,112288.0,2299052.0,806335.0,612275.0,337795.0,287850.0,0.0
457,AK,2021,6,1,69737.0,352.0,112345.0,2304294.0,806335.0,612692.0,338093.0,288024.0,0.0
458,AK,2021,6,2,69773.0,352.0,112396.0,2309272.0,806335.0,612892.0,338229.0,288123.0,0.0
459,AK,2021,6,3,69826.0,352.0,112418.0,2311945.0,810945.0,614726.0,339124.0,289158.0,0.0
460,AK,2021,6,4,69886.0,352.0,112438.0,2314103.0,811285.0,616473.0,340100.0,290096.0,0.0
461,AK,2021,6,5,69886.0,352.0,112443.0,2315129.0,814795.0,618609.0,340957.0,291308.0,0.0
462,AK,2021,6,6,69886.0,352.0,112446.0,2315808.0,814795.0,621223.0,341938.0,292994.0,0.0
463,AK,2021,6,7,69937.0,352.0,112501.0,2321068.0,814795.0,622928.0,342656.0,294058.0,0.0
464,AK,2021,6,8,69937.0,352.0,112524.0,2325520.0,819105.0,623367.0,342912.0,294324.0,0.0
465,AK,2021,6,9,70004.0,352.0,112555.0,2329854.0,819205.0,623531.0,343010.0,294419.0,0.0
466,AK,2021,6,10,70004.0,352.0,112578.0,2333489.0,819205.0,625893.0,343730.0,296184.0,0.0
467,AK,2021,6,11,70065.0,356.0,112613.0,2337297.0,819725.0,627519.0,344459.0,297192.0,0.0
468,AK,2021,6,12,70065.0,356.0,112632.0,2339384.0,819965.0,629530.0,345283.0,298544.0,0.0
469,AK,2021,6,13,70065.0,356.0,112659.0,2341410.0,819965.0,630956.0,345834.0,299428.0,0.0
470,AK,2021,6,14,70132.0,356.0,112701.0,2346164.0,819965.0,632568.0,346459.0,300450.0,0.0
471,AK,2021,6,15,70132.0,356.0,112727.0,2349172.0,822445.0,633467.0,346864.0,301029.0,0.0
472,AK,2021,6,16,70183.0,356.0,112727.0,2349179.0,822845.0,634868.0,347501.0,301947.0,0.0
473,AK,2021,6,17,70183.0,356.0,112727.0,2349179.0,824965.0,636187.0,348126.0,302820.0,0.0
474,AK,2021,6,18,70285.0,356.0,112727.0,2349180.0,825625.0,637512.0,348668.0,303696.0,0.0
475,AK,2021,6,19,70285.0,356.0,112727.0,2349180.0,825625.0,638888.0,349289.0,304545.0,0.0
476,AK,2021,6,20,70285.0,356.0,112727.0,2349183.0,825625.0,639941.0,349769.0,305195.0,0.0
477,AK,2021,6,21,70372.0,356.0,112729.0,2349188.0,825625.0,641221.0,350345.0,305948.0,0.0
478,AK,2021,6,22,70372.0,356.0,112729.0,2349195.0,828205.0,641457.0,350473.0,306072.0,0.0
479,AK,2021,6,23,70443.0,357.0,112729.0,2349205.0,828205.0,642096.0,350776.0,306410.0,0.0
480,AK,2021,6,24,70443.0,357.0,112729.0,2349235.0,828745.0,643516.0,351550.0,307246.0,0.0
481,AK,2021,6,25,70485.0,357.0,112730.0,2349270.0,829405.0,644782.0,352136.0,307888.0,0.0
482,AK,2021,6,26,70485.0,357.0,112730.0,2349276.0,829405.0,649109.0,353979.0,310204.0,0.0
483,AK,2021,6,27,70485.0,357.0,112731.0,2349279.0,829405.0,650919.0,354711.0,311317.0,0.0
484,AK,2021,6,28,70581.0,357.0,112732.0,2349313.0,829405.0,653331.0,355751.0,312331.0,0.0
485,AK,2021,6,29,70581.0,357.0,112738.0,2349487.0,829845.0,655493.0,356834.0,312846.0,0.0
486,AK,2021,6,30,70669.0,360.0,112753.0,2350228.0,829945.0,658672.0,358311.0,313709.0,0.0
487,AK,2021,7,1,70669.0,360.0,112815.0,2353413.0,830245.0,660235.0,358963.0,314489.0,0.0
488,AK,2021,7,2,70774.0,360.0,112876.0,2356439.0,831665.0,667278.0,362684.0,318366.0,0.0
489,AK,2021,7,3,70774.0,360.0,112923.0,2358195.0,831665.0,668685.0,363378.0,319083.0,0.0
490,AK,2021,7,4,70774.0,360.0,112949.0,2359508.0,831665.0,672104.0,364309.0,320501.0,0.0
491,AK,2021,7,5,70774.0,360.0,113025.0,2362533.0,831665.0,674667.0,365304.0,321665.0,0.0
492,AK,2021,7,6,70774.0,360.0,113139.0,2366869.0,831665.0,678029.0,366245.0,322988.0,0.0
493,AK,2021,7,7,70986.0,360.0,113229.0,2370645.0,831665.0,678145.0,366305.0,323060.0,0.0
494,AK,2021,7,8,70986.0,360.0,113306.0,2374398.0,838615.0,679337.0,366916.0,323717.0,0.0
495,AK,2021,7,9,71118.0,362.0,113383.0,2377584.0,839115.0,680539.0,367466.0,324403.0,0.0
496,AK,2021,7,10,71118.0,362.0,113439.0,2379386.0,840265.0,681805.0,368156.0,325118.0,0.0
497,AK,2021,7,11,71118.0,362.0,113503.0,2381470.0,840265.0,682881.0,368702.0,325689.0,0.0
498,AK,2021,7,12,71291.0,364.0,113661.0,2386074.0,840265.0,683394.0,369011.0,325942.0,0.0
499,AK,2021,7,13,71291.0,364.0,113815.0,2389850.0,840365.0,683718.0,369207.0,326089.0,0.0
500,AK,2021,7,14,71539.0,364.0,114000.0,2393739.0,841265.0,684753.0,369636.0,326707.0,0.0
501,AK,2021,7,15,71539.0,364.0,114244.0,2397844.0,842105.0,685764.0,370116.0,327289.0,0.0
502,AK,2021,7,16,71826.0,364.0,114498.0,2401737.0,842985.0,686971.0,370746.0,327943.0,0.0
503,AK,2021,7,17,71826.0,364.0,114629.0,2403767.0,842985.0,687815.0,371162.0,328404.0,0.0
504,AK,2021,7,18,71826.0,364.0,114819.0,2406298.0,842985.0,690243.0,372585.0,329319.0,0.0
505,AK,2021,7,19,72281.0,364.0,115142.0,2411915.0,842985.0,690541.0,372762.0,329452.0,0.0
506,AK,2021,7,20,72281.0,364.0,115385.0,2416965.0,843085.0,687880.0,370546.0,329206.0,0.0
507,AK,2021,7,21,72754.0,365.0,115738.0,2422275.0,846475.0,688769.0,371062.0,329591.0,0.0
508,AK,2021,7,22,72754.0,365.0,116023.0,2427362.0,847575.0,689556.0,371514.0,329981.0,0.0
509,AK,2021,7,23,73193.0,367.0,116323.0,2432204.0,848165.0,690518.0,372132.0,330406.0,0.0
510,AK,2021,7,24,73193.0,367.0,116468.0,2434672.0,848165.0,691691.0,372902.0,330893.0,0.0
511,AK,2021,7,25,73193.0,367.0,116659.0,2437294.0,848165.0,691722.0,372940.0,330926.0,0.0
512,AK,2021,7,26,73757.0,367.0,116998.0,2442976.0,848165.0,693321.0,374025.0,331461.0,0.0
513,AK,2021,7,27,73757.0,367.0,117356.0,2448728.0,849465.0,693657.0,374281.0,331567.0,0.0
514,AK,2021,7,28,74283.0,369.0,117700.0,2454351.0,851265.0,694288.0,374736.0,331818.0,0.0
515,AK,2021,7,29,74283.0,369.0,118059.0,2460040.0,852605.0,695163.0,375359.0,332136.0,0.0
516,AK,2021,7,30,74853.0,372.0,118470.0,2465609.0,853805.0,696377.0,376154.0,332678.0,0.0
517,AK,2021,7,31,74853.0,372.0,118678.0,2468703.0,854805.0,697440.0,376882.0,333092.0,0.0
518,AK,2021,8,1,74853.0,372.0,118908.0,2471959.0,854805.0,697509.0,376948.0,333126.0,0.0
519,AK,2021,8,2,75599.0,372.0,119424.0,2479983.0,854805.0,697609.0,377019.0,333175.0,0.0
520,AK,2021,8,3,75892.0,374.0,119930.0,2487124.0,861995.0,699605.0,378395.0,333879.0,0.0
521,AK,2021,8,4,76230.0,376.0,120404.0,2493517.0,864075.0,700531.0,379022.0,334266.0,0.0
522,AK,2021,8,5,76607.0,381.0,120888.0,2499353.0,867055.0,701729.0,379859.0,334716.0,0.0
523,AK,2021,8,6,76939.0,381.0,121276.0,2504802.0,870395.0,702821.0,380643.0,335163.0,0.0
524,AK,2021,8,7,76939.0,381.0,121515.0,2507882.0,872195.0,703975.0,381470.0,335564.0,0.0
525,AK,2021,8,8,76939.0,381.0,121827.0,2511207.0,872195.0,704155.0,381619.0,335664.0,0.0
526,AK,2021,8,9,77786.0,382.0,122558.0,2519737.0,872195.0,704160.0,381639.0,335674.0,0.0
527,AK,2021,8,10,78040.0,383.0,123128.0,2527802.0,874135.0,704538.0,381886.0,335812.0,0.0
528,AK,2021,8,11,78415.0,383.0,123733.0,2535372.0,874135.0,705607.0,382608.0,336220.0,0.0
529,AK,2021,8,12,78817.0,386.0,124379.0,2543298.0,875815.0,706538.0,383274.0,336622.0,0.0
530,AK,2021,8,13,79151.0,386.0,124989.0,2550179.0,882535.0,707991.0,384191.0,337234.0,0.0
531,AK,2021,8,14,79151.0,386.0,125276.0,2553965.0,882535.0,709158.0,384971.0,337746.0,0.0
532,AK,2021,8,15,79151.0,386.0,125675.0,2558324.0,882985.0,709232.0,385053.0,337807.0,0.0
533,AK,2021,8,16,80207.0,386.0,126592.0,2568572.0,882985.0,711092.0,386179.0,338549.0,0.0
534,AK,2021,8,17,80656.0,391.0,127263.0,2577586.0,885235.0,711778.0,386600.0,338872.0,0.0
535,AK,2021,8,18,81317.0,395.0,127928.0,2586041.0,887705.0,712734.0,387173.0,339304.0,0.0
536,AK,2021,8,19,82000.0,395.0,128645.0,2595811.0,891155.0,714088.0,387991.0,339825.0,0.0
537,AK,2021,8,20,82469.0,397.0,129299.0,2604351.0,895475.0,715503.0,388778.0,340377.0,0.0
538,AK,2021,8,21,82469.0,397.0,129642.0,2608480.0,895645.0,716988.0,389526.0,340964.0,0.0
539,AK,2021,8,22,82469.0,397.0,130007.0,2612860.0,895645.0,717156.0,389639.0,341064.0,0.0
540,AK,2021,8,23,83581.0,397.0,130976.0,2624301.0,895645.0,717197.0,389663.0,341079.0,0.0
541,AK,2021,8,24,84174.0,410.0,131868.0,2634106.0,895645.0,720003.0,390953.0,342075.0,0.0
542,AK,2021,8,25,84794.0,421.0,132711.0,2643388.0,898425.0,721608.0,391775.0,342651.0,0.0
543,AK,2021,8,26,85521.0,421.0,133543.0,2653637.0,917465.0,723342.0,392662.0,343274.0,0.0
544,AK,2021,8,27,86055.0,421.0,134311.0,2663391.0,927345.0,724964.0,393512.0,343905.0,0.0
545,AK,2021,8,28,86055.0,421.0,134777.0,2667829.0,929945.0,726501.0,394238.0,344325.0,0.0
546,AK,2021,8,29,86055.0,421.0,135275.0,2672901.0,930085.0,726856.0,394485.0,344466.0,0.0
547,AK,2021,8,30,87203.0,421.0,136279.0,2685304.0,930085.0,729517.0,396069.0,345090.0,0.0
548,AK,2021,8,31,87842.0,427.0,137274.0,2697080.0,933585.0,730407.0,396543.0,345364.0,0.0
549,AK,2021,9,1,88633.0,431.0,138138.0,2706656.0,957905.0,731751.0,397332.0,345826.0,0.0
550,AK,2021,9,2,89345.0,431.0,139013.0,2717362.0,963195.0,733429.0,398263.0,346399.0,0.0
551,AK,2021,9,3,89927.0,431.0,139886.0,2725473.0,974085.0,735293.0,399260.0,347081.0,0.0
552,AK,2021,9,4,89927.0,431.0,140367.0,2729621.0,981175.0,736809.0,400061.0,347597.0,0.0
553,AK,2021,9,5,89927.0,431.0,140823.0,2733442.0,980975.0,738399.0,400865.0,348055.0,0.0
554,AK,2021,9,6,89927.0,431.0,141384.0,2738644.0,980975.0,739446.0,401470.0,348300.0,0.0
